country,year,oil_refinery_throughput,region
Ireland,2004,60.16, Europe
Ireland,2005,66.37, Europe
Ireland,2006,62.9, Europe
Ireland,2007,67.32, Europe
Ireland,2008,61.6, Europe
Ireland,2009,54.86, Europe
Ireland,2010,60.11, Europe
Ireland,2011,59.24, Europe
Ireland,2012,61.44, Europe
Ireland,2013,57.01, Europe
Ireland,2014,55.27, Europe
Ireland,2015,67.62, Europe
Ireland,2016,64.11, Europe
Ireland,2017,64.18, Europe
Ireland,2018,60.81, Europe
Italy,1980,1836.51, Europe
Italy,1981,1760.51, Europe
Italy,1982,1616.38, Europe
Italy,1983,1468.05, Europe
Italy,1984,1378.16, Europe
Italy,1985,1318.98, Europe
Italy,1986,1502.81, Europe
Italy,1987,1407.26, Europe
Italy,1988,1403.82, Europe
Italy,1989,1454.27, Europe
Italy,1990,1555.55, Europe
Italy,1991,1556.41, Europe
Italy,1992,1617.37, Europe
Italy,1993,1631.4, Europe
Italy,1994,1591.41, Europe
Italy,1995,1575.95, Europe
Italy,1996,1603.39, Europe
Italy,1997,1687.89, Europe
Italy,1998,1818.12, Europe
Italy,1999,1735.52, Europe
Italy,2000,1752.31, Europe
Italy,2001,1752.59, Europe
Italy,2002,1736.61, Europe
Italy,2003,1794.83, Europe
Italy,2004,1836.93, Europe
Italy,2005,1889.83, Europe
Italy,2006,1847.34, Europe
Italy,2007,1863.02, Europe
Italy,2008,1741.26, Europe
Italy,2009,1613.56, Europe
Italy,2010,1672.53, Europe
Italy,2011,1569.58, Europe
Italy,2012,1474.79, Europe
Italy,2013,1258.85, Europe
Italy,2014,1197.8, Europe
Italy,2015,1347.35, Europe
Italy,2016,1293.48, Europe
Italy,2017,1398.85, Europe
Italy,2018,1346.2, Europe
Lithuania,1980,, Europe
Lithuania,1981,, Europe
Lithuania,1982,, Europe
Lithuania,1983,, Europe
Lithuania,1984,, Europe
Lithuania,1985,, Europe
Lithuania,1986,, Europe
Lithuania,1987,, Europe
Lithuania,1988,, Europe
Lithuania,1989,, Europe
Lithuania,1990,191.52, Europe
Lithuania,1991,235.28, Europe
Lithuania,1992,80.95, Europe
Lithuania,1993,103, Europe
Lithuania,1994,74.57, Europe
Lithuania,1995,63.04, Europe
Lithuania,1996,73.86, Europe
Lithuania,1997,100.55, Europe
Lithuania,1998,129.27, Europe
Lithuania,1999,90.61, Europe
Lithuania,2000,95.69, Europe
Lithuania,2001,133.08, Europe
Lithuania,2002,131.7, Europe
Lithuania,2003,143.75, Europe
Lithuania,2004,173.96, Europe
Lithuania,2005,186.72, Europe
Lithuania,2006,167.74, Europe
Lithuania,2007,118.39, Europe
Lithuania,2008,195.24, Europe
Lithuania,2009,174.49, Europe
Lithuania,2010,189.8, Europe
Lithuania,2011,189.34, Europe
Lithuania,2012,180.57, Europe
Lithuania,2013,191.77, Europe
Lithuania,2014,160.47, Europe
Lithuania,2015,170.42, Europe
Lithuania,2016,186.73, Europe
Lithuania,2017,197.2, Europe
Lithuania,2018,194.6, Europe
Netherlands,1980,1011.98, Europe
Netherlands,1981,818.23, Europe
Netherlands,1982,794.89, Europe
Netherlands,1983,876.99, Europe
Netherlands,1984,958.95, Europe
Netherlands,1985,856.87, Europe
Netherlands,1986,1007.22, Europe
Netherlands,1987,1039.55, Europe
Netherlands,1988,1088.75, Europe
Netherlands,1989,1089.32, Europe
Netherlands,1990,994.45, Europe
Netherlands,1991,1071.1, Europe
Netherlands,1992,1106.77, Europe
Netherlands,1993,1123.1, Europe
Netherlands,1994,1121.63, Europe
Netherlands,1995,1197.76, Europe
Netherlands,1996,1221.07, Europe
Netherlands,1997,1219.45, Europe
Netherlands,1998,1245.32, Europe
Netherlands,1999,1172.28, Europe
Netherlands,2000,1173.58, Europe
Netherlands,2001,1179.71, Europe
Netherlands,2002,1074.34, Europe
Netherlands,2003,1134.99, Europe
Netherlands,2004,1170.92, Europe
Netherlands,2005,1178.42, Europe
Netherlands,2006,1142.38, Europe
Netherlands,2007,1131.19, Europe
Netherlands,2008,1120.47, Europe
Netherlands,2009,1104.14, Europe
Netherlands,2010,1155.75, Europe
Netherlands,2011,1114.54, Europe
Netherlands,2012,1109.93, Europe
Netherlands,2013,1065.04, Europe
Netherlands,2014,1089.64, Europe
Netherlands,2015,1157.08, Europe
Netherlands,2016,1172.34, Europe
Netherlands,2017,1179.95, Europe
Netherlands,2018,1192.24, Europe
Norway,1980,143.2, Europe
Norway,1981,137.52, Europe
Norway,1982,128.73, Europe
Norway,1983,136.46, Europe
Norway,1984,140.25, Europe
Norway,1985,150.64, Europe
Norway,1986,149.71, Europe
Norway,1987,182.53, Europe
Norway,1988,165.91, Europe
Norway,1989,199.74, Europe
Norway,1990,255.89, Europe
Norway,1991,242.23, Europe
Norway,1992,270.77, Europe
Norway,1993,270.49, Europe
Norway,1994,281.85, Europe
Norway,1995,250.71, Europe
Norway,1996,279.9, Europe
Norway,1997,285.71, Europe
Norway,1998,284.02, Europe
Norway,1999,287.96, Europe
Norway,2000,285.31, Europe
Norway,2001,267.62, Europe
Norway,2002,251.57, Europe
Norway,2003,279.4, Europe
Norway,2004,265.28, Europe
Norway,2005,288.64, Europe
Norway,2006,307.38, Europe
Norway,2007,305.39, Europe
Norway,2008,278.68, Europe
Norway,2009,277.72, Europe
Norway,2010,258.96, Europe
Norway,2011,288.66, Europe
Norway,2012,287.15, Europe
Norway,2013,291.55, Europe
Norway,2014,274.36, Europe
Norway,2015,293.39, Europe
Norway,2016,230.13, Europe
Norway,2017,280.77, Europe
Norway,2018,285.53, Europe
Other Europe,1980,354.3, Europe
Other Europe,1981,327.96, Europe
Other Europe,1982,316.21, Europe
Other Europe,1983,309.63, Europe
Other Europe,1984,302.95, Europe
Other Europe,1985,284.02, Europe
Other Europe,1986,329.53, Europe
Other Europe,1987,329.45, Europe
Other Europe,1988,360.37, Europe
Other Europe,1989,355.21, Europe
Other Europe,1990,393.97, Europe
Other Europe,1991,301.35, Europe
Other Europe,1992,211.43, Europe
Other Europe,1993,190.66, Europe
Other Europe,1994,168.83, Europe
Other Europe,1995,175.4, Europe
Other Europe,1996,192.8, Europe
Other Europe,1997,216.93, Europe
Other Europe,1998,203.69, Europe
Other Europe,1999,185.14, Europe
Other Europe,2000,188.12, Europe
Other Europe,2001,200.48, Europe
Other Europe,2002,210.36, Europe
Other Europe,2003,217.19, Europe
Other Europe,2004,216.74, Europe
Other Europe,2005,203.05, Europe
Other Europe,2006,186.9, Europe
Other Europe,2007,196.18, Europe
Other Europe,2008,181.11, Europe
Other Europe,2009,198.69, Europe
Other Europe,2010,184.09, Europe
Other Europe,2011,157.83, Europe
Other Europe,2012,132.2, Europe
Other Europe,2013,136.44, Europe
Other Europe,2014,127.94, Europe
Other Europe,2015,140.86, Europe
Other Europe,2016,147.38, Europe
Other Europe,2017,166.04, Europe
Other Europe,2018,164.15, Europe
Poland,1980,324, Europe
Poland,1981,273, Europe
Poland,1982,269, Europe
Poland,1983,274, Europe
Poland,1984,273, Europe
Poland,1985,282, Europe
Poland,1986,287, Europe
Poland,1987,287, Europe
Poland,1988,310, Europe
Poland,1989,317, Europe
Poland,1990,265, Europe
Poland,1991,239, Europe
Poland,1992,264, Europe
Poland,1993,280, Europe
Poland,1994,301, Europe
Poland,1995,310, Europe
Poland,1996,319, Europe
Poland,1997,353, Europe
Poland,1998,366, Europe
Poland,1999,370, Europe
Poland,2000,379, Europe
Poland,2001,378, Europe
Poland,2002,365, Europe
Poland,2003,358, Europe
Poland,2004,373.33, Europe
Poland,2005,376.1, Europe
Poland,2006,395.83, Europe
Poland,2007,402.2, Europe
Poland,2008,416.57, Europe
Poland,2009,407.67, Europe
Poland,2010,457.87, Europe
Poland,2011,481.97, Europe
Poland,2012,504.69, Europe
Poland,2013,488, Europe
Poland,2014,485.99, Europe
Poland,2015,532.18, Europe
Poland,2016,516.7, Europe
Poland,2017,508.08, Europe
Poland,2018,540.21, Europe
Portugal,1980,143, Europe
Portugal,1981,148, Europe
Portugal,1982,148, Europe
Portugal,1983,161, Europe
Portugal,1984,136, Europe
Portugal,1985,134, Europe
Portugal,1986,149, Europe
Portugal,1987,151, Europe
Portugal,1988,150, Europe
Portugal,1989,185, Europe
Portugal,1990,210.32, Europe
Portugal,1991,192.35, Europe
Portugal,1992,225.65, Europe
Portugal,1993,216.91, Europe
Portugal,1994,271.31, Europe
Portugal,1995,258.14, Europe
Portugal,1996,235.24, Europe
Portugal,1997,247.57, Europe
Portugal,1998,271.37, Europe
Portugal,1999,259.6, Europe
Portugal,2000,232.66, Europe
Portugal,2001,249.74, Europe
Portugal,2002,235.91, Europe
Portugal,2003,253.88, Europe
Portugal,2004,254.25, Europe
Portugal,2005,263.24, Europe
Portugal,2006,265.39, Europe
Portugal,2007,247.29, Europe
Portugal,2008,241.25, Europe
Portugal,2009,208.98, Europe
Portugal,2010,226.87, Europe
Portugal,2011,206.34, Europe
Portugal,2012,221.38, Europe
Portugal,2013,239.22, Europe
Portugal,2014,216.73, Europe
Portugal,2015,278.08, Europe
Portugal,2016,278.54, Europe
Portugal,2017,283.9, Europe
Portugal,2018,250.69, Europe
Romania,1980,548.75, Europe
Romania,1981,540.61, Europe
Romania,1982,530.97, Europe
Romania,1983,521.33, Europe
Romania,1984,510.3, Europe
Romania,1985,496.03, Europe
Romania,1986,537.68, Europe
Romania,1987,595.84, Europe
Romania,1988,588.4, Europe
Romania,1989,614.82, Europe
Romania,1990,475.22, Europe
Romania,1991,305.07, Europe
Romania,1992,259.79, Europe
Romania,1993,267.74, Europe
Romania,1994,296.09, Europe
Romania,1995,306.43, Europe
Romania,1996,268.89, Europe
Romania,1997,249.64, Europe
Romania,1998,251.43, Europe
Romania,1999,198.71, Europe
Romania,2000,212.27, Europe
Romania,2001,231.05, Europe
Romania,2002,242.21, Europe
Romania,2003,217.91, Europe
Romania,2004,252.26, Europe
Romania,2005,279.1, Europe
Romania,2006,266.29, Europe
Romania,2007,279.6, Europe
Romania,2008,282.39, Europe
Romania,2009,246.51, Europe
Romania,2010,216.99, Europe
Romania,2011,194.3, Europe
Romania,2012,182.25, Europe
Romania,2013,189.35, Europe
Romania,2014,194.28, Europe
Romania,2015,207.89, Europe
Romania,2016,228.49, Europe
Romania,2017,225.46, Europe
Romania,2018,231.71, Europe
Slovakia,1980,194.79, Europe
Slovakia,1981,180.76, Europe
Slovakia,1982,160.36, Europe
Slovakia,1983,161.56, Europe
Slovakia,1984,159.1, Europe
Slovakia,1985,160.56, Europe
Slovakia,1986,162.75, Europe
Slovakia,1987,165.76, Europe
Slovakia,1988,161.3, Europe
Slovakia,1989,159.85, Europe
Slovakia,1990,126.68, Europe
Slovakia,1991,101.7, Europe
Slovakia,1992,87.66, Europe
Slovakia,1993,85.95, Europe
Slovakia,1994,96.58, Europe
Slovakia,1995,103.78, Europe
Slovakia,1996,105.18, Europe
Slovakia,1997,106.72, Europe
Slovakia,1998,109.45, Europe
Slovakia,1999,109.03, Europe
Slovakia,2000,108.99, Europe
Slovakia,2001,110.29, Europe
Slovakia,2002,112.8, Europe
Slovakia,2003,113.5, Europe
Slovakia,2004,114.42, Europe
Slovakia,2005,109.25, Europe
Slovakia,2006,113.28, Europe
Slovakia,2007,119.59, Europe
Slovakia,2008,117.1, Europe
Slovakia,2009,114.47, Europe
Slovakia,2010,109.51, Europe
Slovakia,2011,120.31, Europe
Slovakia,2012,108.13, Europe
Slovakia,2013,116.3, Europe
Slovakia,2014,104.83, Europe
Slovakia,2015,119.09, Europe
Slovakia,2016,114.92, Europe
Slovakia,2017,111.6, Europe
Slovakia,2018,108.99, Europe
Spain,1980,981.76, Europe
Spain,1981,938.22, Europe
Spain,1982,897.31, Europe
Spain,1983,894.5, Europe
Spain,1984,870.69, Europe
Spain,1985,895.32, Europe
Spain,1986,975.75, Europe
Spain,1987,931.53, Europe
Spain,1988,982.76, Europe
Spain,1989,1002.4, Europe
Spain,1990,1016.76, Europe
Spain,1991,1060.22, Europe
Spain,1992,1100.3, Europe
Spain,1993,1044.29, Europe
Spain,1994,1101.73, Europe
Spain,1995,1109.64, Europe
Spain,1996,1095.35, Europe
Spain,1997,1115.2, Europe
Spain,1998,1200.37, Europe
Spain,1999,1180.75, Europe
Spain,2000,1143.48, Europe
Spain,2001,1131.61, Europe
Spain,2002,1133.96, Europe
Spain,2003,1149.08, Europe
Spain,2004,1199.04, Europe
Spain,2005,1194.85, Europe
Spain,2006,1210.33, Europe
Spain,2007,1158.82, Europe
Spain,2008,1173.8, Europe
Spain,2009,1057.35, Europe
Spain,2010,1060.22, Europe
Spain,2011,1050.62, Europe
Spain,2012,1186.28, Europe
Spain,2013,1167.62, Europe
Spain,2014,1185.29, Europe
Spain,2015,1305.97, Europe
Spain,2016,1301.54, Europe
Spain,2017,1326.19, Europe
Spain,2018,1364.91, Europe
Sweden,1980,344, Europe
Sweden,1981,282, Europe
Sweden,1982,261, Europe
Sweden,1983,283, Europe
Sweden,1984,282, Europe
Sweden,1985,277, Europe
Sweden,1986,370, Europe
Sweden,1987,327, Europe
Sweden,1988,303, Europe
Sweden,1989,335.69, Europe
Sweden,1990,348.37, Europe
Sweden,1991,335.45, Europe
Sweden,1992,347.85, Europe
Sweden,1993,366.88, Europe
Sweden,1994,361.04, Europe
Sweden,1995,365.32, Europe
Sweden,1996,396.56, Europe
Sweden,1997,415.58, Europe
Sweden,1998,406.99, Europe
Sweden,1999,402.05, Europe
Sweden,2000,412.34, Europe
Sweden,2001,405.04, Europe
Sweden,2002,386.48, Europe
Sweden,2003,403.79, Europe
Sweden,2004,424.38, Europe
Sweden,2005,412.57, Europe
Sweden,2006,415.46, Europe
Sweden,2007,368.79, Europe
Sweden,2008,413.2, Europe
Sweden,2009,394.39, Europe
Sweden,2010,406.18, Europe
Sweden,2011,374.41, Europe
Sweden,2012,416.87, Europe
Sweden,2013,331.92, Europe
Sweden,2014,379.51, Europe
Sweden,2015,401.28, Europe
Sweden,2016,394.96, Europe
Sweden,2017,391.5, Europe
Sweden,2018,405.52, Europe
Switzerland,1980,89, Europe
Switzerland,1981,78, Europe
Switzerland,1982,77, Europe
Switzerland,1983,82, Europe
Switzerland,1984,79, Europe
Switzerland,1985,82, Europe
Switzerland,1986,84, Europe
Switzerland,1987,81, Europe
Switzerland,1988,78, Europe
Switzerland,1989,60, Europe
Switzerland,1990,62, Europe
Switzerland,1991,95, Europe
Switzerland,1992,86, Europe
Switzerland,1993,96, Europe
Switzerland,1994,98, Europe
Switzerland,1995,94, Europe
Switzerland,1996,107, Europe
Switzerland,1997,100, Europe
Switzerland,1998,102, Europe
Switzerland,1999,103, Europe
Switzerland,2000,93, Europe
Switzerland,2001,99, Europe
Switzerland,2002,99, Europe
Switzerland,2003,90.65, Europe
Switzerland,2004,101.9, Europe
Switzerland,2005,95.97, Europe
Switzerland,2006,109.13, Europe
Switzerland,2007,93.86, Europe
Switzerland,2008,100.54, Europe
Switzerland,2009,95.35, Europe
Switzerland,2010,90.15, Europe
Switzerland,2011,87.28, Europe
Switzerland,2012,67.99, Europe
Switzerland,2013,97.34, Europe
Switzerland,2014,98.18, Europe
Switzerland,2015,56.29, Europe
Switzerland,2016,58.72, Europe
Switzerland,2017,57.25, Europe
Switzerland,2018,60.51, Europe
Turkey,1980,256, Europe
Turkey,1981,260, Europe
Turkey,1982,301, Europe
Turkey,1983,313, Europe
Turkey,1984,312, Europe
Turkey,1985,335, Europe
Turkey,1986,368, Europe
Turkey,1987,442, Europe
Turkey,1988,501, Europe
Turkey,1989,438, Europe
Turkey,1990,462, Europe
Turkey,1991,453, Europe
Turkey,1992,468, Europe
Turkey,1993,516, Europe
Turkey,1994,503, Europe
Turkey,1995,550, Europe
Turkey,1996,530, Europe
Turkey,1997,543, Europe
Turkey,1998,535, Europe
Turkey,1999,526, Europe
Turkey,2000,485, Europe
Turkey,2001,519, Europe
Turkey,2002,525, Europe
Turkey,2003,534.79, Europe
Turkey,2004,524.68, Europe
Turkey,2005,520.41, Europe
Turkey,2006,530.45, Europe
Turkey,2007,517.78, Europe
Turkey,2008,490.01, Europe
Turkey,2009,374.59, Europe
Turkey,2010,391.62, Europe
Turkey,2011,394.23, Europe
Turkey,2012,398.18, Europe
Turkey,2013,420.8, Europe
Turkey,2014,406.28, Europe
Turkey,2015,525.51, Europe
Turkey,2016,531.49, Europe
Turkey,2017,541.52, Europe
Turkey,2018,477.96, Europe
Ukraine,1980,, Europe
Ukraine,1981,, Europe
Ukraine,1982,, Europe
Ukraine,1983,, Europe
Ukraine,1984,, Europe
Ukraine,1985,, Europe
Ukraine,1986,, Europe
Ukraine,1987,, Europe
Ukraine,1988,, Europe
Ukraine,1989,, Europe
Ukraine,1990,1171.84, Europe
Ukraine,1991,1096.49, Europe
Ukraine,1992,767.05, Europe
Ukraine,1993,471.93, Europe
Ukraine,1994,393.61, Europe
Ukraine,1995,338.43, Europe
Ukraine,1996,269.91, Europe
Ukraine,1997,257.72, Europe
Ukraine,1998,268.16, Europe
Ukraine,1999,221.03, Europe
Ukraine,2000,182.13, Europe
Ukraine,2001,323.61, Europe
Ukraine,2002,404.7, Europe
Ukraine,2003,440.12, Europe
Ukraine,2004,440.49, Europe
Ukraine,2005,368.55, Europe
Ukraine,2006,288.87, Europe
Ukraine,2007,279.36, Europe
Ukraine,2008,243.13, Europe
Ukraine,2009,255.36, Europe
Ukraine,2010,248.96, Europe
Ukraine,2011,205.59, Europe
Ukraine,2012,107.98, Europe
Ukraine,2013,84.99, Europe
Ukraine,2014,69.2, Europe
Ukraine,2015,63.95, Europe
Ukraine,2016,64.28, Europe
Ukraine,2017,76.69, Europe
Ukraine,2018,60.18, Europe
United Kingdom,1980,1624.98, Europe
United Kingdom,1981,1447.06, Europe
United Kingdom,1982,1363.12, Europe
United Kingdom,1983,1354.34, Europe
United Kingdom,1984,1384.17, Europe
United Kingdom,1985,1383.18, Europe
United Kingdom,1986,1395.81, Europe
United Kingdom,1987,1398.72, Europe
United Kingdom,1988,1519.01, Europe
United Kingdom,1989,1533.03, Europe
United Kingdom,1990,1568.32, Europe
United Kingdom,1991,1601.49, Europe
United Kingdom,1992,1615.28, Europe
United Kingdom,1993,1712.01, Europe
United Kingdom,1994,1672.53, Europe
United Kingdom,1995,1687.59, Europe
United Kingdom,1996,1761.42, Europe
United Kingdom,1997,1763.78, Europe
United Kingdom,1998,1719.12, Europe
United Kingdom,1999,1662.91, Europe
United Kingdom,2000,1639.89, Europe
United Kingdom,2001,1548.74, Europe
United Kingdom,2002,1584.42, Europe
United Kingdom,2003,1575.68, Europe
United Kingdom,2004,1655.15, Europe
United Kingdom,2005,1619.42, Europe
United Kingdom,2006,1532.81, Europe
United Kingdom,2007,1528.48, Europe
United Kingdom,2008,1533.03, Europe
United Kingdom,2009,1440.28, Europe
United Kingdom,2010,1395.1, Europe
United Kingdom,2011,1432.78, Europe
United Kingdom,2012,1347.92, Europe
United Kingdom,2013,1197.15, Europe
United Kingdom,2014,1124.98, Europe
United Kingdom,2015,1117.55, Europe
United Kingdom,2016,1071.08, Europe
United Kingdom,2017,1073.16, Europe
United Kingdom,2018,1053.7, Europe
Bahrain,1980,240.33, Middle East
Bahrain,1981,260.47, Middle East
Bahrain,1982,200.36, Middle East
Bahrain,1983,177.63, Middle East
Bahrain,1984,204.98, Middle East
Bahrain,1985,186.4, Middle East
Bahrain,1986,246.37, Middle East
Bahrain,1987,247.03, Middle East
Bahrain,1988,242.29, Middle East
Bahrain,1989,244, Middle East
Bahrain,1990,251.11, Middle East
Bahrain,1991,257.15, Middle East
Bahrain,1992,260.09, Middle East
Bahrain,1993,247.79, Middle East
Bahrain,1994,248.04, Middle East
Bahrain,1995,256.85, Middle East
Bahrain,1996,260.52, Middle East
Bahrain,1997,251.21, Middle East
Bahrain,1998,248.5, Middle East
Bahrain,1999,262.91, Middle East
Bahrain,2000,257.14, Middle East
Bahrain,2001,240.19, Middle East
Bahrain,2002,248.75, Middle East
Bahrain,2003,254.5, Middle East
Bahrain,2004,254.25, Middle East
Bahrain,2005,266.38, Middle East
Bahrain,2006,258.71, Middle East
Bahrain,2007,260.72, Middle East
Bahrain,2008,257.41, Middle East
Bahrain,2009,255.87, Middle East
Bahrain,2010,265.21, Middle East
Bahrain,2011,258.99, Middle East
Bahrain,2012,262.7, Middle East
Bahrain,2013,263.83, Middle East
Bahrain,2014,257.29, Middle East
Bahrain,2015,265.63, Middle East
Bahrain,2016,257.77, Middle East
Bahrain,2017,261.81, Middle East
Bahrain,2018,261.41, Middle East
Iran,1980,684.89, Middle East
Iran,1981,488.76, Middle East
Iran,1982,534.09, Middle East
Iran,1983,591.88, Middle East
Iran,1984,644.2, Middle East
Iran,1985,662.91, Middle East
Iran,1986,603.93, Middle East
Iran,1987,602.29, Middle East
Iran,1988,677.29, Middle East
Iran,1989,836.78, Middle East
Iran,1990,870.51, Middle East
Iran,1991,988.78, Middle East
Iran,1992,996.26, Middle East
Iran,1993,1138.89, Middle East
Iran,1994,1263.73, Middle East
Iran,1995,1300.3, Middle East
Iran,1996,1360.42, Middle East
Iran,1997,1468.82, Middle East
Iran,1998,1539.14, Middle East
Iran,1999,1619.48, Middle East
Iran,2000,1604, Middle East
Iran,2001,1598.38, Middle East
Iran,2002,1576.38, Middle East
Iran,2003,1576.7, Middle East
Iran,2004,1585.06, Middle East
Iran,2005,1624.05, Middle East
Iran,2006,1673.81, Middle East
Iran,2007,1719.26, Middle East
Iran,2008,1779.31, Middle East
Iran,2009,1825.54, Middle East
Iran,2010,1829, Middle East
Iran,2011,1872.88, Middle East
Iran,2012,1932.06, Middle East
Iran,2013,1999.45, Middle East
Iran,2014,1932.05, Middle East
Iran,2015,1866.8, Middle East
Iran,2016,1882.19, Middle East
Iran,2017,1968.26, Middle East
Iran,2018,2026.02, Middle East
Iraq,1980,184.65, Middle East
Iraq,1981,192.67, Middle East
Iraq,1982,208.85, Middle East
Iraq,1983,315.29, Middle East
Iraq,1984,361.19, Middle East
Iraq,1985,385.58, Middle East
Iraq,1986,381.66, Middle East
Iraq,1987,359.05, Middle East
Iraq,1988,395.38, Middle East
Iraq,1989,418.11, Middle East
Iraq,1990,377.69, Middle East
Iraq,1991,294.06, Middle East
Iraq,1992,363.92, Middle East
Iraq,1993,402.73, Middle East
Iraq,1994,444.26, Middle East
Iraq,1995,440.3, Middle East
Iraq,1996,418.61, Middle East
Iraq,1997,443.92, Middle East
Iraq,1998,477.51, Middle East
Iraq,1999,460.56, Middle East
Iraq,2000,513.12, Middle East
Iraq,2001,482.53, Middle East
Iraq,2002,559.81, Middle East
Iraq,2003,452.35, Middle East
Iraq,2004,448.35, Middle East
Iraq,2005,450.52, Middle East
Iraq,2006,446.05, Middle East
Iraq,2007,342.04, Middle East
Iraq,2008,476.01, Middle East
Iraq,2009,416.92, Middle East
Iraq,2010,519.71, Middle East
Iraq,2011,542.6, Middle East
Iraq,2012,579.26, Middle East
Iraq,2013,598.3, Middle East
Iraq,2014,486.78, Middle East
Iraq,2015,408.74, Middle East
Iraq,2016,440, Middle East
Iraq,2017,526.72, Middle East
Iraq,2018,596.28, Middle East
Israel,1980,131.12, Middle East
Israel,1981,138.63, Middle East
Israel,1982,164.15, Middle East
Israel,1983,153.57, Middle East
Israel,1984,144.18, Middle East
Israel,1985,138.67, Middle East
Israel,1986,130.03, Middle East
Israel,1987,142.22, Middle East
Israel,1988,130, Middle East
Israel,1989,143.83, Middle East
Israel,1990,164.27, Middle East
Israel,1991,166.5, Middle East
Israel,1992,201.68, Middle East
Israel,1993,239.18, Middle East
Israel,1994,245.73, Middle East
Israel,1995,229.24, Middle East
Israel,1996,212.77, Middle East
Israel,1997,222.63, Middle East
Israel,1998,234.5, Middle East
Israel,1999,210.52, Middle East
Israel,2000,209.33, Middle East
Israel,2001,207.33, Middle East
Israel,2002,192.01, Middle East
Israel,2003,203.77, Middle East
Israel,2004,181.43, Middle East
Israel,2005,199.38, Middle East
Israel,2006,202.15, Middle East
Israel,2007,189.5, Middle East
Israel,2008,215.03, Middle East
Israel,2009,220.24, Middle East
Israel,2010,226.17, Middle East
Israel,2011,217.89, Middle East
Israel,2012,219.32, Middle East
Israel,2013,221, Middle East
Israel,2014,230.5, Middle East
Israel,2015,231.87, Middle East
Israel,2016,219.2, Middle East
Israel,2017,217.89, Middle East
Israel,2018,230.95, Middle East
Kuwait,1980,342.61, Middle East
Kuwait,1981,286.75, Middle East
Kuwait,1982,438.8, Middle East
Kuwait,1983,490.47, Middle East
Kuwait,1984,504.71, Middle East
Kuwait,1985,593.67, Middle East
Kuwait,1986,599.03, Middle East
Kuwait,1987,671.59, Middle East
Kuwait,1988,781.63, Middle East
Kuwait,1989,801.72, Middle East
Kuwait,1990,575.09, Middle East
Kuwait,1991,56.47, Middle East
Kuwait,1992,323.8, Middle East
Kuwait,1993,445.7, Middle East
Kuwait,1994,758.89, Middle East
Kuwait,1995,828.81, Middle East
Kuwait,1996,795.12, Middle East
Kuwait,1997,888.66, Middle East
Kuwait,1998,868.96, Middle East
Kuwait,1999,917.37, Middle East
Kuwait,2000,747.92, Middle East
Kuwait,2001,664.66, Middle East
Kuwait,2002,723.07, Middle East
Kuwait,2003,841.6, Middle East
Kuwait,2004,837.29, Middle East
Kuwait,2005,862.65, Middle East
Kuwait,2006,897.78, Middle East
Kuwait,2007,923.01, Middle East
Kuwait,2008,905.71, Middle East
Kuwait,2009,869.14, Middle East
Kuwait,2010,892.5, Middle East
Kuwait,2011,851.7, Middle East
Kuwait,2012,915.51, Middle East
Kuwait,2013,873.08, Middle East
Kuwait,2014,879.39, Middle East
Kuwait,2015,904.77, Middle East
Kuwait,2016,840.6, Middle East
Kuwait,2017,685.84, Middle East
Kuwait,2018,679.22, Middle East
Oman,1980,0, Middle East
Oman,1981,0, Middle East
Oman,1982,11.19, Middle East
Oman,1983,36.35, Middle East
Oman,1984,47.42, Middle East
Oman,1985,51.67, Middle East
Oman,1986,47.11, Middle East
Oman,1987,43.24, Middle East
Oman,1988,41.84, Middle East
Oman,1989,49.82, Middle East
Oman,1990,65.25, Middle East
Oman,1991,68.8, Middle East
Oman,1992,60.2, Middle East
Oman,1993,49.46, Middle East
Oman,1994,74.69, Middle East
Oman,1995,72.72, Middle East
Oman,1996,72.9, Middle East
Oman,1997,65.09, Middle East
Oman,1998,78.4, Middle East
Oman,1999,78.52, Middle East
Oman,2000,78.27, Middle East
Oman,2001,65.85, Middle East
Oman,2002,83.92, Middle East
Oman,2003,83.76, Middle East
Oman,2004,79.09, Middle East
Oman,2005,87.3, Middle East
Oman,2006,85.77, Middle East
Oman,2007,68.85, Middle East
Oman,2008,213.77, Middle East
Oman,2009,203.22, Middle East
Oman,2010,167.03, Middle East
Oman,2011,200.64, Middle East
Oman,2012,192.95, Middle East
Oman,2013,187.21, Middle East
Oman,2014,180.11, Middle East
Oman,2015,189.54, Middle East
Oman,2016,177.8, Middle East
Oman,2017,231.89, Middle East
Oman,2018,282.33, Middle East
Other Middle East,1980,278.48, Middle East
Other Middle East,1981,325.47, Middle East
Other Middle East,1982,313.82, Middle East
Other Middle East,1983,331.4, Middle East
Other Middle East,1984,367.68, Middle East
Other Middle East,1985,349.85, Middle East
Other Middle East,1986,345.25, Middle East
Other Middle East,1987,377.93, Middle East
Other Middle East,1988,373.25, Middle East
Other Middle East,1989,361.26, Middle East
Other Middle East,1990,390.22, Middle East
Other Middle East,1991,398.11, Middle East
Other Middle East,1992,418.11, Middle East
Other Middle East,1993,373.55, Middle East
Other Middle East,1994,378.81, Middle East
Other Middle East,1995,382.53, Middle East
Other Middle East,1996,380.48, Middle East
Other Middle East,1997,398.21, Middle East
Other Middle East,1998,399.74, Middle East
Other Middle East,1999,404.15, Middle East
Other Middle East,2000,406.51, Middle East
