country,year,gas_consumption_bcm,region
Indonesia,1978,5.87, Asia Pacific
Indonesia,1979,7.57, Asia Pacific
Indonesia,1980,7.14, Asia Pacific
Indonesia,1981,7.13, Asia Pacific
Indonesia,1982,6.77, Asia Pacific
Indonesia,1983,9.08, Asia Pacific
Indonesia,1984,10.61, Asia Pacific
Indonesia,1985,12.55, Asia Pacific
Indonesia,1986,13.53, Asia Pacific
Indonesia,1987,14, Asia Pacific
Indonesia,1988,14.86, Asia Pacific
Indonesia,1989,16.64, Asia Pacific
Indonesia,1990,17.17, Asia Pacific
Indonesia,1991,19.77, Asia Pacific
Indonesia,1992,21.56, Asia Pacific
Indonesia,1993,22.87, Asia Pacific
Indonesia,1994,27.08, Asia Pacific
Indonesia,1995,28.56, Asia Pacific
Indonesia,1996,29.73, Asia Pacific
Indonesia,1997,31.01, Asia Pacific
Indonesia,1998,29.9, Asia Pacific
Indonesia,1999,32.49, Asia Pacific
Indonesia,2000,33.01, Asia Pacific
Indonesia,2001,34.13, Asia Pacific
Indonesia,2002,37.1, Asia Pacific
Indonesia,2003,39.56, Asia Pacific
Indonesia,2004,36.2, Asia Pacific
Indonesia,2005,36.39, Asia Pacific
Indonesia,2006,37.11, Asia Pacific
Indonesia,2007,34.64, Asia Pacific
Indonesia,2008,39.69, Asia Pacific
Indonesia,2009,42.1, Asia Pacific
Indonesia,2010,44.05, Asia Pacific
Indonesia,2011,42.73, Asia Pacific
Indonesia,2012,42.88, Asia Pacific
Indonesia,2013,41.44, Asia Pacific
Indonesia,2014,41.47, Asia Pacific
Indonesia,2015,41.05, Asia Pacific
Indonesia,2016,39.06, Asia Pacific
Indonesia,2017,38.55, Asia Pacific
Indonesia,2018,38.97, Asia Pacific
Japan,1965,1.83, Asia Pacific
Japan,1966,1.87, Asia Pacific
Japan,1967,1.94, Asia Pacific
Japan,1968,2.11, Asia Pacific
Japan,1969,2.33, Asia Pacific
Japan,1970,3.57, Asia Pacific
Japan,1971,3.83, Asia Pacific
Japan,1972,3.83, Asia Pacific
Japan,1973,5.33, Asia Pacific
Japan,1974,7.29, Asia Pacific
Japan,1975,8.73, Asia Pacific
Japan,1976,10.46, Asia Pacific
Japan,1977,12.78, Asia Pacific
Japan,1978,17.93, Asia Pacific
Japan,1979,21.28, Asia Pacific
Japan,1980,25.18, Asia Pacific
Japan,1981,25.23, Asia Pacific
Japan,1982,25.84, Asia Pacific
Japan,1983,27.81, Asia Pacific
Japan,1984,37.4, Asia Pacific
Japan,1985,40.06, Asia Pacific
Japan,1986,40.76, Asia Pacific
Japan,1987,41.8, Asia Pacific
Japan,1988,44.34, Asia Pacific
Japan,1989,46.06, Asia Pacific
Japan,1990,50.32, Asia Pacific
Japan,1991,53.2, Asia Pacific
Japan,1992,55.31, Asia Pacific
Japan,1993,55.69, Asia Pacific
Japan,1994,59.56, Asia Pacific
Japan,1995,60.62, Asia Pacific
Japan,1996,64.68, Asia Pacific
Japan,1997,67.13, Asia Pacific
Japan,1998,69.16, Asia Pacific
Japan,1999,72.64, Asia Pacific
Japan,2000,75.67, Asia Pacific
Japan,2001,77.73, Asia Pacific
Japan,2002,76.05, Asia Pacific
Japan,2003,83.5, Asia Pacific
Japan,2004,80.6, Asia Pacific
Japan,2005,82.73, Asia Pacific
Japan,2006,88.55, Asia Pacific
Japan,2007,95.39, Asia Pacific
Japan,2008,99.1, Asia Pacific
Japan,2009,92.48, Asia Pacific
Japan,2010,99.94, Asia Pacific
Japan,2011,112.03, Asia Pacific
Japan,2012,123.22, Asia Pacific
Japan,2013,123.54, Asia Pacific
Japan,2014,124.75, Asia Pacific
Japan,2015,118.72, Asia Pacific
Japan,2016,116.42, Asia Pacific
Japan,2017,116.99, Asia Pacific
Japan,2018,115.71, Asia Pacific
Malaysia,1965,0, Asia Pacific
Malaysia,1966,0, Asia Pacific
Malaysia,1967,0, Asia Pacific
Malaysia,1968,0, Asia Pacific
Malaysia,1969,0, Asia Pacific
Malaysia,1970,0.01, Asia Pacific
Malaysia,1971,0.08, Asia Pacific
Malaysia,1972,0.12, Asia Pacific
Malaysia,1973,0.12, Asia Pacific
Malaysia,1974,0.24, Asia Pacific
Malaysia,1975,0.29, Asia Pacific
Malaysia,1976,0.35, Asia Pacific
Malaysia,1977,0.32, Asia Pacific
Malaysia,1978,2.35, Asia Pacific
Malaysia,1979,2.92, Asia Pacific
Malaysia,1980,2.6, Asia Pacific
Malaysia,1981,2.19, Asia Pacific
Malaysia,1982,2.75, Asia Pacific
Malaysia,1983,3.86, Asia Pacific
Malaysia,1984,4.78, Asia Pacific
Malaysia,1985,4.62, Asia Pacific
Malaysia,1986,7.17, Asia Pacific
Malaysia,1987,7.15, Asia Pacific
Malaysia,1988,7.29, Asia Pacific
Malaysia,1989,8.35, Asia Pacific
Malaysia,1990,7.91, Asia Pacific
Malaysia,1991,11.76, Asia Pacific
Malaysia,1992,12.78, Asia Pacific
Malaysia,1993,12.55, Asia Pacific
Malaysia,1994,13.03, Asia Pacific
Malaysia,1995,13.54, Asia Pacific
Malaysia,1996,16.29, Asia Pacific
Malaysia,1997,20.23, Asia Pacific
Malaysia,1998,20.44, Asia Pacific
Malaysia,1999,23.26, Asia Pacific
Malaysia,2000,28.75, Asia Pacific
Malaysia,2001,27.71, Asia Pacific
Malaysia,2002,28.09, Asia Pacific
Malaysia,2003,30.27, Asia Pacific
Malaysia,2004,32.69, Asia Pacific
Malaysia,2005,37.37, Asia Pacific
Malaysia,2006,38.86, Asia Pacific
Malaysia,2007,40.4, Asia Pacific
Malaysia,2008,43.55, Asia Pacific
Malaysia,2009,40.02, Asia Pacific
Malaysia,2010,38.02, Asia Pacific
Malaysia,2011,38.32, Asia Pacific
Malaysia,2012,42.02, Asia Pacific
Malaysia,2013,44.57, Asia Pacific
Malaysia,2014,44.71, Asia Pacific
Malaysia,2015,43.95, Asia Pacific
Malaysia,2016,42.37, Asia Pacific
Malaysia,2017,41.79, Asia Pacific
Malaysia,2018,41.28, Asia Pacific
New Zealand,1965,0, Asia Pacific
New Zealand,1966,0, Asia Pacific
New Zealand,1967,0, Asia Pacific
New Zealand,1968,0, Asia Pacific
New Zealand,1969,0, Asia Pacific
New Zealand,1970,0.07, Asia Pacific
New Zealand,1971,0.09, Asia Pacific
New Zealand,1972,0.16, Asia Pacific
New Zealand,1973,0.19, Asia Pacific
New Zealand,1974,0.27, Asia Pacific
New Zealand,1975,0.28, Asia Pacific
New Zealand,1976,0.85, Asia Pacific
New Zealand,1977,1.45, Asia Pacific
New Zealand,1978,1.39, Asia Pacific
New Zealand,1979,0.89, Asia Pacific
New Zealand,1980,0.79, Asia Pacific
New Zealand,1981,1.01, Asia Pacific
New Zealand,1982,1.86, Asia Pacific
New Zealand,1983,2.02, Asia Pacific
New Zealand,1984,2.61, Asia Pacific
New Zealand,1985,3.33, Asia Pacific
New Zealand,1986,4.1, Asia Pacific
New Zealand,1987,3.99, Asia Pacific
New Zealand,1988,4.32, Asia Pacific
New Zealand,1989,4.45, Asia Pacific
New Zealand,1990,4.43, Asia Pacific
New Zealand,1991,4.81, Asia Pacific
New Zealand,1992,5.11, Asia Pacific
New Zealand,1993,4.99, Asia Pacific
New Zealand,1994,4.67, Asia Pacific
New Zealand,1995,4.46, Asia Pacific
New Zealand,1996,5.08, Asia Pacific
New Zealand,1997,5.48, Asia Pacific
New Zealand,1998,4.82, Asia Pacific
New Zealand,1999,5.51, Asia Pacific
New Zealand,2000,5.86, Asia Pacific
New Zealand,2001,6.18, Asia Pacific
New Zealand,2002,5.9, Asia Pacific
New Zealand,2003,4.44, Asia Pacific
New Zealand,2004,4.05, Asia Pacific
New Zealand,2005,3.75, Asia Pacific
New Zealand,2006,3.8, Asia Pacific
New Zealand,2007,4.2, Asia Pacific
New Zealand,2008,3.88, Asia Pacific
New Zealand,2009,4, Asia Pacific
New Zealand,2010,4.37, Asia Pacific
New Zealand,2011,3.97, Asia Pacific
New Zealand,2012,4.43, Asia Pacific
New Zealand,2013,4.71, Asia Pacific
New Zealand,2014,5.23, Asia Pacific
New Zealand,2015,4.8, Asia Pacific
New Zealand,2016,4.79, Asia Pacific
New Zealand,2017,4.99, Asia Pacific
New Zealand,2018,4.35, Asia Pacific
Other Asia Pacific,1965,0.23, Asia Pacific
Other Asia Pacific,1966,0.3, Asia Pacific
Other Asia Pacific,1967,0.46, Asia Pacific
Other Asia Pacific,1968,0.54, Asia Pacific
Other Asia Pacific,1969,0.57, Asia Pacific
Other Asia Pacific,1970,0.6, Asia Pacific
Other Asia Pacific,1971,0.63, Asia Pacific
Other Asia Pacific,1972,0.52, Asia Pacific
Other Asia Pacific,1973,1.13, Asia Pacific
Other Asia Pacific,1974,1.84, Asia Pacific
Other Asia Pacific,1975,1.62, Asia Pacific
Other Asia Pacific,1976,1.52, Asia Pacific
Other Asia Pacific,1977,1.68, Asia Pacific
Other Asia Pacific,1978,1.2, Asia Pacific
Other Asia Pacific,1979,1.57, Asia Pacific
Other Asia Pacific,1980,1.82, Asia Pacific
Other Asia Pacific,1981,2.09, Asia Pacific
Other Asia Pacific,1982,2.18, Asia Pacific
Other Asia Pacific,1983,2.47, Asia Pacific
Other Asia Pacific,1984,2.56, Asia Pacific
Other Asia Pacific,1985,2.82, Asia Pacific
Other Asia Pacific,1986,2.97, Asia Pacific
Other Asia Pacific,1987,3, Asia Pacific
Other Asia Pacific,1988,2.73, Asia Pacific
Other Asia Pacific,1989,2.42, Asia Pacific
Other Asia Pacific,1990,2.21, Asia Pacific
Other Asia Pacific,1991,2.55, Asia Pacific
Other Asia Pacific,1992,3.18, Asia Pacific
Other Asia Pacific,1993,3.45, Asia Pacific
Other Asia Pacific,1994,3.59, Asia Pacific
Other Asia Pacific,1995,4.45, Asia Pacific
Other Asia Pacific,1996,4.12, Asia Pacific
Other Asia Pacific,1997,4.53, Asia Pacific
Other Asia Pacific,1998,3.97, Asia Pacific
Other Asia Pacific,1999,4.05, Asia Pacific
Other Asia Pacific,2000,3.71, Asia Pacific
Other Asia Pacific,2001,3.69, Asia Pacific
Other Asia Pacific,2002,3.75, Asia Pacific
Other Asia Pacific,2003,4.56, Asia Pacific
Other Asia Pacific,2004,4.78, Asia Pacific
Other Asia Pacific,2005,5.58, Asia Pacific
Other Asia Pacific,2006,5.7, Asia Pacific
Other Asia Pacific,2007,6.41, Asia Pacific
Other Asia Pacific,2008,6.35, Asia Pacific
Other Asia Pacific,2009,5.48, Asia Pacific
Other Asia Pacific,2010,6.8, Asia Pacific
Other Asia Pacific,2011,7.51, Asia Pacific
Other Asia Pacific,2012,8.53, Asia Pacific
Other Asia Pacific,2013,8.63, Asia Pacific
Other Asia Pacific,2014,10.11, Asia Pacific
Other Asia Pacific,2015,12.01, Asia Pacific
Other Asia Pacific,2016,11.4, Asia Pacific
Other Asia Pacific,2017,11.41, Asia Pacific
Other Asia Pacific,2018,12.02, Asia Pacific
Pakistan,1965,1.48, Asia Pacific
Pakistan,1966,1.67, Asia Pacific
Pakistan,1967,1.95, Asia Pacific
Pakistan,1968,2.19, Asia Pacific
Pakistan,1969,2.69, Asia Pacific
Pakistan,1970,2.91, Asia Pacific
Pakistan,1971,2.9, Asia Pacific
Pakistan,1972,2.69, Asia Pacific
Pakistan,1973,3.06, Asia Pacific
Pakistan,1974,3.39, Asia Pacific
Pakistan,1975,3.81, Asia Pacific
Pakistan,1976,3.88, Asia Pacific
Pakistan,1977,4.24, Asia Pacific
Pakistan,1978,4.36, Asia Pacific
Pakistan,1979,4.91, Asia Pacific
Pakistan,1980,6, Asia Pacific
Pakistan,1981,6.54, Asia Pacific
Pakistan,1982,7.13, Asia Pacific
Pakistan,1983,7.03, Asia Pacific
Pakistan,1984,7.21, Asia Pacific
Pakistan,1985,7.36, Asia Pacific
Pakistan,1986,7.9, Asia Pacific
Pakistan,1987,8.46, Asia Pacific
Pakistan,1988,8.97, Asia Pacific
Pakistan,1989,9.56, Asia Pacific
Pakistan,1990,10.21, Asia Pacific
Pakistan,1991,11.03, Asia Pacific
Pakistan,1992,10.82, Asia Pacific
Pakistan,1993,12.46, Asia Pacific
Pakistan,1994,12.7, Asia Pacific
Pakistan,1995,13.03, Asia Pacific
Pakistan,1996,14.15, Asia Pacific
Pakistan,1997,14.11, Asia Pacific
Pakistan,1998,14.86, Asia Pacific
Pakistan,1999,16.95, Asia Pacific
Pakistan,2000,17.95, Asia Pacific
Pakistan,2001,18.95, Asia Pacific
Pakistan,2002,20.55, Asia Pacific
Pakistan,2003,25.55, Asia Pacific
Pakistan,2004,30.68, Asia Pacific
Pakistan,2005,32.61, Asia Pacific
Pakistan,2006,33.32, Asia Pacific
Pakistan,2007,33.8, Asia Pacific
Pakistan,2008,34.61, Asia Pacific
Pakistan,2009,34.7, Asia Pacific
Pakistan,2010,35.35, Asia Pacific
Pakistan,2011,35.34, Asia Pacific
Pakistan,2012,36.6, Asia Pacific
Pakistan,2013,35.59, Asia Pacific
Pakistan,2014,34.99, Asia Pacific
Pakistan,2015,36.53, Asia Pacific
Pakistan,2016,38.65, Asia Pacific
Pakistan,2017,40.74, Asia Pacific
Pakistan,2018,43.58, Asia Pacific
Philippines,1965,0, Asia Pacific
Philippines,1966,0, Asia Pacific
Philippines,1967,0, Asia Pacific
Philippines,1968,0, Asia Pacific
Philippines,1969,0, Asia Pacific
Philippines,1970,0, Asia Pacific
Philippines,1971,0, Asia Pacific
Philippines,1972,0, Asia Pacific
Philippines,1973,0, Asia Pacific
Philippines,1974,0, Asia Pacific
Philippines,1975,0, Asia Pacific
Philippines,1976,0, Asia Pacific
Philippines,1977,0, Asia Pacific
Philippines,1978,0, Asia Pacific
Philippines,1979,0, Asia Pacific
Philippines,1980,0, Asia Pacific
Philippines,1981,0, Asia Pacific
Philippines,1982,0, Asia Pacific
Philippines,1983,0, Asia Pacific
Philippines,1984,0, Asia Pacific
Philippines,1985,0, Asia Pacific
Philippines,1986,0, Asia Pacific
Philippines,1987,0, Asia Pacific
Philippines,1988,0, Asia Pacific
Philippines,1989,0, Asia Pacific
Philippines,1990,0, Asia Pacific
Philippines,1991,0, Asia Pacific
Philippines,1992,0, Asia Pacific
Philippines,1993,0, Asia Pacific
Philippines,1994,0.01, Asia Pacific
Philippines,1995,0.01, Asia Pacific
Philippines,1996,0.01, Asia Pacific
Philippines,1997,0.01, Asia Pacific
Philippines,1998,0.01, Asia Pacific
Philippines,1999,0.01, Asia Pacific
Philippines,2000,0.01, Asia Pacific
Philippines,2001,0.13, Asia Pacific
Philippines,2002,1.69, Asia Pacific
Philippines,2003,2.57, Asia Pacific
Philippines,2004,2.37, Asia Pacific
Philippines,2005,3.14, Asia Pacific
Philippines,2006,2.94, Asia Pacific
Philippines,2007,3.53, Asia Pacific
Philippines,2008,3.72, Asia Pacific
Philippines,2009,3.74, Asia Pacific
Philippines,2010,3.52, Asia Pacific
Philippines,2011,3.81, Asia Pacific
Philippines,2012,3.65, Asia Pacific
Philippines,2013,3.36, Asia Pacific
Philippines,2014,3.53, Asia Pacific
Philippines,2015,3.32, Asia Pacific
Philippines,2016,3.81, Asia Pacific
Philippines,2017,3.77, Asia Pacific
Philippines,2018,4.09, Asia Pacific
Singapore,1965,0, Asia Pacific
Singapore,1966,0, Asia Pacific
Singapore,1967,0, Asia Pacific
Singapore,1968,0, Asia Pacific
Singapore,1969,0, Asia Pacific
Singapore,1970,0, Asia Pacific
Singapore,1971,0, Asia Pacific
Singapore,1972,0, Asia Pacific
Singapore,1973,0, Asia Pacific
Singapore,1974,0, Asia Pacific
Singapore,1975,0, Asia Pacific
Singapore,1976,0, Asia Pacific
Singapore,1977,0, Asia Pacific
Singapore,1978,0, Asia Pacific
Singapore,1979,0, Asia Pacific
Singapore,1980,0, Asia Pacific
Singapore,1981,0, Asia Pacific
Singapore,1982,0, Asia Pacific
Singapore,1983,0, Asia Pacific
Singapore,1984,0, Asia Pacific
Singapore,1985,0, Asia Pacific
Singapore,1986,0, Asia Pacific
Singapore,1987,0, Asia Pacific
Singapore,1988,0, Asia Pacific
Singapore,1989,0, Asia Pacific
Singapore,1990,0, Asia Pacific
Singapore,1991,0, Asia Pacific
Singapore,1992,1.05, Asia Pacific
Singapore,1993,1.43, Asia Pacific
Singapore,1994,1.43, Asia Pacific
Singapore,1995,1.43, Asia Pacific
Singapore,1996,1.43, Asia Pacific
Singapore,1997,1.43, Asia Pacific
Singapore,1998,1.43, Asia Pacific
Singapore,1999,1.43, Asia Pacific
Singapore,2000,1.66, Asia Pacific
Singapore,2001,4.36, Asia Pacific
Singapore,2002,4.71, Asia Pacific
Singapore,2003,5.11, Asia Pacific
Singapore,2004,6.19, Asia Pacific
Singapore,2005,6.19, Asia Pacific
Singapore,2006,8.15, Asia Pacific
Singapore,2007,8.15, Asia Pacific
Singapore,2008,8.71, Asia Pacific
Singapore,2009,9.18, Asia Pacific
Singapore,2010,8.34, Asia Pacific
Singapore,2011,8.29, Asia Pacific
Singapore,2012,8.93, Asia Pacific
Singapore,2013,10.02, Asia Pacific
Singapore,2014,10.39, Asia Pacific
Singapore,2015,11.58, Asia Pacific
Singapore,2016,11.9, Asia Pacific
Singapore,2017,12.29, Asia Pacific
Singapore,2018,12.29, Asia Pacific
South Korea,1965,0, Asia Pacific
South Korea,1966,0, Asia Pacific
South Korea,1967,0, Asia Pacific
South Korea,1968,0, Asia Pacific
South Korea,1969,0, Asia Pacific
South Korea,1970,0, Asia Pacific
South Korea,1971,0, Asia Pacific
South Korea,1972,0, Asia Pacific
South Korea,1973,0, Asia Pacific
South Korea,1974,0, Asia Pacific
South Korea,1975,0, Asia Pacific
South Korea,1976,0, Asia Pacific
South Korea,1977,0, Asia Pacific
South Korea,1978,0, Asia Pacific
South Korea,1979,0, Asia Pacific
South Korea,1980,0, Asia Pacific
South Korea,1981,0, Asia Pacific
South Korea,1982,0, Asia Pacific
South Korea,1983,0, Asia Pacific
South Korea,1984,0, Asia Pacific
South Korea,1985,0, Asia Pacific
South Korea,1986,0.07, Asia Pacific
South Korea,1987,2.2, Asia Pacific
South Korea,1988,2.84, Asia Pacific
South Korea,1989,2.75, Asia Pacific
South Korea,1990,3.16, Asia Pacific
South Korea,1991,3.67, Asia Pacific
South Korea,1992,4.79, Asia Pacific
South Korea,1993,5.99, Asia Pacific
South Korea,1994,7.97, Asia Pacific
South Korea,1995,9.64, Asia Pacific
South Korea,1996,12.74, Asia Pacific
South Korea,1997,15.48, Asia Pacific
South Korea,1998,14.48, Asia Pacific
South Korea,1999,17.64, Asia Pacific
South Korea,2000,19.81, Asia Pacific
South Korea,2001,21.76, Asia Pacific
South Korea,2002,24.18, Asia Pacific
South Korea,2003,25.32, Asia Pacific
South Korea,2004,29.67, Asia Pacific
South Korea,2005,31.77, Asia Pacific
South Korea,2006,33.5, Asia Pacific
South Korea,2007,36.28, Asia Pacific
South Korea,2008,37.34, Asia Pacific
South Korea,2009,35.49, Asia Pacific
South Korea,2010,45.02, Asia Pacific
South Korea,2011,48.45, Asia Pacific
South Korea,2012,52.53, Asia Pacific
South Korea,2013,54.98, Asia Pacific
South Korea,2014,50, Asia Pacific
South Korea,2015,45.65, Asia Pacific
South Korea,2016,47.64, Asia Pacific
South Korea,2017,49.76, Asia Pacific
South Korea,2018,55.94, Asia Pacific
Sri Lanka,1965,0, Asia Pacific
Sri Lanka,1966,0, Asia Pacific
Sri Lanka,1967,0, Asia Pacific
Sri Lanka,1968,0, Asia Pacific
Sri Lanka,1969,0, Asia Pacific
Sri Lanka,1970,0, Asia Pacific
Sri Lanka,1971,0, Asia Pacific
Sri Lanka,1972,0, Asia Pacific
Sri Lanka,1973,0, Asia Pacific
Sri Lanka,1974,0, Asia Pacific
Sri Lanka,1975,0, Asia Pacific
Sri Lanka,1976,0, Asia Pacific
Sri Lanka,1977,0, Asia Pacific
Sri Lanka,1978,0, Asia Pacific
Sri Lanka,1979,0, Asia Pacific
Sri Lanka,1980,0, Asia Pacific
Sri Lanka,1981,0, Asia Pacific
Sri Lanka,1982,0, Asia Pacific
Sri Lanka,1983,0, Asia Pacific
Sri Lanka,1984,0, Asia Pacific
Sri Lanka,1985,0, Asia Pacific
Sri Lanka,1986,0, Asia Pacific
Sri Lanka,1987,0, Asia Pacific
Sri Lanka,1988,0, Asia Pacific
Sri Lanka,1989,0, Asia Pacific
Sri Lanka,1990,0, Asia Pacific
Sri Lanka,1991,0, Asia Pacific
Sri Lanka,1992,0, Asia Pacific
Sri Lanka,1993,0, Asia Pacific
Sri Lanka,1994,0, Asia Pacific
Sri Lanka,1995,0, Asia Pacific
Sri Lanka,1996,0, Asia Pacific
Sri Lanka,1997,0, Asia Pacific
Sri Lanka,1998,0, Asia Pacific
Sri Lanka,1999,0, Asia Pacific
Sri Lanka,2000,0, Asia Pacific
Sri Lanka,2001,0, Asia Pacific
Sri Lanka,2002,0, Asia Pacific
Sri Lanka,2003,0, Asia Pacific
Sri Lanka,2004,0, Asia Pacific
Sri Lanka,2005,0, Asia Pacific
Sri Lanka,2006,0, Asia Pacific
Sri Lanka,2007,0, Asia Pacific
Sri Lanka,2008,0, Asia Pacific
Sri Lanka,2009,0, Asia Pacific
Sri Lanka,2010,0, Asia Pacific
Sri Lanka,2011,0, Asia Pacific
Sri Lanka,2012,0, Asia Pacific
Sri Lanka,2013,0, Asia Pacific
Sri Lanka,2014,0, Asia Pacific
Sri Lanka,2015,0, Asia Pacific
Sri Lanka,2016,0, Asia Pacific
Sri Lanka,2017,0, Asia Pacific
Sri Lanka,2018,0, Asia Pacific
Taiwan,1965,0.23, Asia Pacific
Taiwan,1966,0.26, Asia Pacific
Taiwan,1967,0.33, Asia Pacific
Taiwan,1968,0.47, Asia Pacific
Taiwan,1969,0.59, Asia Pacific
Taiwan,1970,0.56, Asia Pacific
Taiwan,1971,1.13, Asia Pacific
Taiwan,1972,1.32, Asia Pacific
Taiwan,1973,1.52, Asia Pacific
Taiwan,1974,1.6, Asia Pacific
Taiwan,1975,1.59, Asia Pacific
Taiwan,1976,1.97, Asia Pacific
Taiwan,1977,2.08, Asia Pacific
Taiwan,1978,2.05, Asia Pacific
Taiwan,1979,1.98, Asia Pacific
Taiwan,1980,2.05, Asia Pacific
Taiwan,1981,1.75, Asia Pacific
Taiwan,1982,1.48, Asia Pacific
Taiwan,1983,1.39, Asia Pacific
Taiwan,1984,1.39, Asia Pacific
Taiwan,1985,1.25, Asia Pacific
Taiwan,1986,1.14, Asia Pacific
Taiwan,1987,1.15, Asia Pacific
Taiwan,1988,1.31, Asia Pacific
Taiwan,1989,1.32, Asia Pacific
Taiwan,1990,2.12, Asia Pacific
Taiwan,1991,3.09, Asia Pacific
Taiwan,1992,3.06, Asia Pacific
Taiwan,1993,3.2, Asia Pacific
Taiwan,1994,3.89, Asia Pacific
Taiwan,1995,4.35, Asia Pacific
Taiwan,1996,4.43, Asia Pacific
Taiwan,1997,5.2, Asia Pacific
Taiwan,1998,6.16, Asia Pacific
Taiwan,1999,6.27, Asia Pacific
Taiwan,2000,6.77, Asia Pacific
Taiwan,2001,7.29, Asia Pacific
Taiwan,2002,8.15, Asia Pacific
Taiwan,2003,8.41, Asia Pacific
Taiwan,2004,10.24, Asia Pacific
Taiwan,2005,10.32, Asia Pacific
Taiwan,2006,11.07, Asia Pacific
Taiwan,2007,11.74, Asia Pacific
Taiwan,2008,12.77, Asia Pacific
Taiwan,2009,12.47, Asia Pacific
Taiwan,2010,15.48, Asia Pacific
Taiwan,2011,17.04, Asia Pacific
Taiwan,2012,17.89, Asia Pacific
Taiwan,2013,17.94, Asia Pacific
Taiwan,2014,18.87, Asia Pacific
Taiwan,2015,20.18, Asia Pacific
Taiwan,2016,20.97, Asia Pacific
Taiwan,2017,23.25, Asia Pacific
Taiwan,2018,23.66, Asia Pacific
Thailand,1965,0, Asia Pacific
Thailand,1966,0, Asia Pacific
Thailand,1967,0, Asia Pacific
Thailand,1968,0, Asia Pacific
Thailand,1969,0, Asia Pacific
Thailand,1970,0, Asia Pacific
Thailand,1971,0, Asia Pacific
Thailand,1972,0, Asia Pacific
Thailand,1973,0, Asia Pacific
Thailand,1974,0, Asia Pacific
Thailand,1975,0, Asia Pacific
Thailand,1976,0, Asia Pacific
Thailand,1977,0, Asia Pacific
Thailand,1978,0, Asia Pacific
Thailand,1979,0, Asia Pacific
Thailand,1980,0, Asia Pacific
Thailand,1981,0.28, Asia Pacific
Thailand,1982,1.4, Asia Pacific
Thailand,1983,1.65, Asia Pacific
Thailand,1984,2.47, Asia Pacific
Thailand,1985,3.25, Asia Pacific
Thailand,1986,3.49, Asia Pacific
Thailand,1987,4.84, Asia Pacific
Thailand,1988,5.71, Asia Pacific
Thailand,1989,5.59, Asia Pacific
Thailand,1990,6.07, Asia Pacific
Thailand,1991,7.51, Asia Pacific
Thailand,1992,8.14, Asia Pacific
Thailand,1993,9.22, Asia Pacific
Thailand,1994,10.21, Asia Pacific
Thailand,1995,10.57, Asia Pacific
Thailand,1996,12.31, Asia Pacific
Thailand,1997,15.45, Asia Pacific
Thailand,1998,16.49, Asia Pacific
Thailand,1999,18.32, Asia Pacific
Thailand,2000,21.2, Asia Pacific
Thailand,2001,24.56, Asia Pacific
Thailand,2002,26.69, Asia Pacific
Thailand,2003,28.42, Asia Pacific
Thailand,2004,29.76, Asia Pacific
Thailand,2005,32.06, Asia Pacific
Thailand,2006,33.01, Asia Pacific
Thailand,2007,35.17, Asia Pacific
Thailand,2008,36.94, Asia Pacific
Thailand,2009,38.12, Asia Pacific
Thailand,2010,43.21, Asia Pacific
Thailand,2011,44.32, Asia Pacific
Thailand,2012,48.63, Asia Pacific
Thailand,2013,48.86, Asia Pacific
Thailand,2014,49.94, Asia Pacific
Thailand,2015,50.96, Asia Pacific
Thailand,2016,50.56, Asia Pacific
Thailand,2017,50.08, Asia Pacific
Thailand,2018,49.93, Asia Pacific
Vietnam,1965,0, Asia Pacific
Vietnam,1966,0, Asia Pacific
Vietnam,1967,0, Asia Pacific
Vietnam,1968,0, Asia Pacific
Vietnam,1969,0, Asia Pacific
Vietnam,1970,0, Asia Pacific
Vietnam,1971,0, Asia Pacific
Vietnam,1972,0, Asia Pacific
Vietnam,1973,0, Asia Pacific
Vietnam,1974,0, Asia Pacific
Vietnam,1975,0, Asia Pacific
Vietnam,1976,0, Asia Pacific
Vietnam,1977,0, Asia Pacific
Vietnam,1978,0, Asia Pacific
Vietnam,1979,0, Asia Pacific
Vietnam,1980,0, Asia Pacific
Vietnam,1981,0.01, Asia Pacific
Vietnam,1982,0.02, Asia Pacific
Vietnam,1983,0.06, Asia Pacific
Vietnam,1984,0.06, Asia Pacific
Vietnam,1985,0.03, Asia Pacific
Vietnam,1986,0.04, Asia Pacific
Vietnam,1987,0.04, Asia Pacific
Vietnam,1988,0.03, Asia Pacific
Vietnam,1989,0.03, Asia Pacific
Vietnam,1990,0.04, Asia Pacific
Vietnam,1991,0.07, Asia Pacific
Vietnam,1992,0.2, Asia Pacific
Vietnam,1993,0.24, Asia Pacific
Vietnam,1994,0.24, Asia Pacific
Vietnam,1995,0.14, Asia Pacific
Vietnam,1996,0.28, Asia Pacific
Vietnam,1997,0.51, Asia Pacific
Vietnam,1998,0.87, Asia Pacific
Vietnam,1999,1.25, Asia Pacific
Vietnam,2000,1.54, Asia Pacific
Vietnam,2001,1.93, Asia Pacific
Vietnam,2002,2.32, Asia Pacific
Vietnam,2003,2.29, Asia Pacific
Vietnam,2004,4.01, Asia Pacific
Vietnam,2005,6.21, Asia Pacific
Vietnam,2006,6.75, Asia Pacific
Vietnam,2007,6.83, Asia Pacific
Vietnam,2008,7.24, Asia Pacific
Vietnam,2009,7.73, Asia Pacific
Vietnam,2010,9.07, Asia Pacific
Vietnam,2011,8.18, Asia Pacific
