country,year,electricity_generation,region
Germany,1990,549.9, Europe
Germany,1991,540.22, Europe
Germany,1992,538.17, Europe
Germany,1993,527.12, Europe
Germany,1994,528.47, Europe
Germany,1995,536.82, Europe
Germany,1996,552.67, Europe
Germany,1997,552.32, Europe
Germany,1998,557.22, Europe
Germany,1999,556.3, Europe
Germany,2000,576.56, Europe
Germany,2001,586.41, Europe
Germany,2002,586.69, Europe
Germany,2003,608.78, Europe
Germany,2004,617.47, Europe
Germany,2005,622.58, Europe
Germany,2006,639.57, Europe
Germany,2007,640.58, Europe
Germany,2008,640.69, Europe
Germany,2009,595.62, Europe
Germany,2010,633.09, Europe
Germany,2011,613.07, Europe
Germany,2012,630.15, Europe
Germany,2013,638.73, Europe
Germany,2014,627.77, Europe
Germany,2015,648.15, Europe
Germany,2016,650.71, Europe
Germany,2017,653.65, Europe
Germany,2018,648.7, Europe
Greece,1985,27.74, Europe
Greece,1986,28.24, Europe
Greece,1987,30.27, Europe
Greece,1988,33.39, Europe
Greece,1989,34.46, Europe
Greece,1990,35, Europe
Greece,1991,35.81, Europe
Greece,1992,37.41, Europe
Greece,1993,38.4, Europe
Greece,1994,40.62, Europe
Greece,1995,41.55, Europe
Greece,1996,42.56, Europe
Greece,1997,43.51, Europe
Greece,1998,46.33, Europe
Greece,1999,49.62, Europe
Greece,2000,53.84, Europe
Greece,2001,53.7, Europe
Greece,2002,54.61, Europe
Greece,2003,58.48, Europe
Greece,2004,59.35, Europe
Greece,2005,60.02, Europe
Greece,2006,60.79, Europe
Greece,2007,63.5, Europe
Greece,2008,63.75, Europe
Greece,2009,61.37, Europe
Greece,2010,57.39, Europe
Greece,2011,59.44, Europe
Greece,2012,60.96, Europe
Greece,2013,57.15, Europe
Greece,2014,50.47, Europe
Greece,2015,51.87, Europe
Greece,2016,54.44, Europe
Greece,2017,55.27, Europe
Greece,2018,54.15, Europe
Hungary,1985,26.79, Europe
Hungary,1986,28.04, Europe
Hungary,1987,29.75, Europe
Hungary,1988,29.23, Europe
Hungary,1989,29.6, Europe
Hungary,1990,28.44, Europe
Hungary,1991,29.96, Europe
Hungary,1992,31.68, Europe
Hungary,1993,32.91, Europe
Hungary,1994,33.52, Europe
Hungary,1995,34.02, Europe
Hungary,1996,35.09, Europe
Hungary,1997,35.4, Europe
Hungary,1998,37.19, Europe
Hungary,1999,37.83, Europe
Hungary,2000,35.19, Europe
Hungary,2001,36.41, Europe
Hungary,2002,36.16, Europe
Hungary,2003,34.15, Europe
Hungary,2004,33.71, Europe
Hungary,2005,35.76, Europe
Hungary,2006,35.86, Europe
Hungary,2007,39.96, Europe
Hungary,2008,40.02, Europe
Hungary,2009,35.91, Europe
Hungary,2010,37.37, Europe
Hungary,2011,36.02, Europe
Hungary,2012,34.63, Europe
Hungary,2013,30.29, Europe
Hungary,2014,29.4, Europe
Hungary,2015,30.36, Europe
Hungary,2016,31.9, Europe
Hungary,2017,32.87, Europe
Hungary,2018,31.98, Europe
Iceland,1985,3.84, Europe
Iceland,1986,4.06, Europe
Iceland,1987,4.15, Europe
Iceland,1988,4.42, Europe
Iceland,1989,4.48, Europe
Iceland,1990,4.45, Europe
Iceland,1991,4.43, Europe
Iceland,1992,4.54, Europe
Iceland,1993,4.72, Europe
Iceland,1994,4.77, Europe
Iceland,1995,4.98, Europe
Iceland,1996,5.11, Europe
Iceland,1997,5.58, Europe
Iceland,1998,6.27, Europe
Iceland,1999,7.18, Europe
Iceland,2000,7.68, Europe
Iceland,2001,8.03, Europe
Iceland,2002,8.41, Europe
Iceland,2003,8.49, Europe
Iceland,2004,8.62, Europe
Iceland,2005,8.68, Europe
Iceland,2006,9.92, Europe
Iceland,2007,11.98, Europe
Iceland,2008,16.47, Europe
Iceland,2009,16.84, Europe
Iceland,2010,17.06, Europe
Iceland,2011,17.21, Europe
Iceland,2012,17.55, Europe
Iceland,2013,18.12, Europe
Iceland,2014,18.12, Europe
Iceland,2015,18.8, Europe
Iceland,2016,18.55, Europe
Iceland,2017,19.24, Europe
Iceland,2018,19.86, Europe
Ireland,1985,12.09, Europe
Ireland,1986,12.65, Europe
Ireland,1987,13.06, Europe
Ireland,1988,13.23, Europe
Ireland,1989,13.83, Europe
Ireland,1990,14.5, Europe
Ireland,1991,15.14, Europe
Ireland,1992,16, Europe
Ireland,1993,16.38, Europe
Ireland,1994,17.09, Europe
Ireland,1995,17.84, Europe
Ireland,1996,19.16, Europe
Ireland,1997,19.96, Europe
Ireland,1998,21.15, Europe
Ireland,1999,22.01, Europe
Ireland,2000,23.98, Europe
Ireland,2001,24.96, Europe
Ireland,2002,25.2, Europe
Ireland,2003,25.24, Europe
Ireland,2004,25.6, Europe
Ireland,2005,25.98, Europe
Ireland,2006,27.5, Europe
Ireland,2007,28.74, Europe
Ireland,2008,30.26, Europe
Ireland,2009,28.35, Europe
Ireland,2010,28.69, Europe
Ireland,2011,27.48, Europe
Ireland,2012,27.6, Europe
Ireland,2013,26.15, Europe
Ireland,2014,26.32, Europe
Ireland,2015,28.39, Europe
Ireland,2016,30.42, Europe
Ireland,2017,30.87, Europe
Ireland,2018,30.87, Europe
Italy,1985,185.74, Europe
Italy,1986,192.33, Europe
Italy,1987,201.37, Europe
Italy,1988,203.56, Europe
Italy,1989,210.75, Europe
Italy,1990,216.89, Europe
Italy,1991,222.04, Europe
Italy,1992,226.24, Europe
Italy,1993,222.79, Europe
Italy,1994,231.8, Europe
Italy,1995,241.48, Europe
Italy,1996,244.49, Europe
Italy,1997,251.46, Europe
Italy,1998,259.76, Europe
Italy,1999,265.66, Europe
Italy,2000,276.63, Europe
Italy,2001,279, Europe
Italy,2002,284.4, Europe
Italy,2003,293.87, Europe
Italy,2004,303.32, Europe
Italy,2005,303.67, Europe
Italy,2006,314.09, Europe
Italy,2007,313.9, Europe
Italy,2008,319.13, Europe
Italy,2009,292.64, Europe
Italy,2010,302.06, Europe
Italy,2011,302.57, Europe
Italy,2012,299.28, Europe
Italy,2013,289.8, Europe
Italy,2014,279.83, Europe
Italy,2015,282.99, Europe
Italy,2016,289.77, Europe
Italy,2017,295.83, Europe
Italy,2018,290.61, Europe
Latvia,1985,4.96, Europe
Latvia,1986,5.18, Europe
Latvia,1987,5.94, Europe
Latvia,1988,5.11, Europe
Latvia,1989,5.8, Europe
Latvia,1990,6.65, Europe
Latvia,1991,5.64, Europe
Latvia,1992,3.83, Europe
Latvia,1993,3.92, Europe
Latvia,1994,4.44, Europe
Latvia,1995,3.98, Europe
Latvia,1996,3.13, Europe
Latvia,1997,4.51, Europe
Latvia,1998,5.8, Europe
Latvia,1999,4.11, Europe
Latvia,2000,4.14, Europe
Latvia,2001,4.28, Europe
Latvia,2002,3.98, Europe
Latvia,2003,3.98, Europe
Latvia,2004,4.69, Europe
Latvia,2005,4.91, Europe
Latvia,2006,4.89, Europe
Latvia,2007,4.77, Europe
Latvia,2008,5.27, Europe
Latvia,2009,5.57, Europe
Latvia,2010,6.63, Europe
Latvia,2011,6.09, Europe
Latvia,2012,6.17, Europe
Latvia,2013,6.21, Europe
Latvia,2014,5.14, Europe
Latvia,2015,5.53, Europe
Latvia,2016,6.42, Europe
Latvia,2017,7.53, Europe
Latvia,2018,6.67, Europe
Lithuania,1985,20.96, Europe
Lithuania,1986,22.42, Europe
Lithuania,1987,22.75, Europe
Lithuania,1988,26, Europe
Lithuania,1989,29.16, Europe
Lithuania,1990,28.41, Europe
Lithuania,1991,29.36, Europe
Lithuania,1992,18.71, Europe
Lithuania,1993,14.11, Europe
Lithuania,1994,10, Europe
Lithuania,1995,13.84, Europe
Lithuania,1996,16.79, Europe
Lithuania,1997,14.86, Europe
Lithuania,1998,17.63, Europe
Lithuania,1999,13.54, Europe
Lithuania,2000,11.43, Europe
Lithuania,2001,14.74, Europe
Lithuania,2002,17.72, Europe
Lithuania,2003,19.49, Europe
Lithuania,2004,19.27, Europe
Lithuania,2005,14.78, Europe
Lithuania,2006,12.48, Europe
Lithuania,2007,14.01, Europe
Lithuania,2008,14.01, Europe
Lithuania,2009,15.36, Europe
Lithuania,2010,5.75, Europe
Lithuania,2011,4.82, Europe
Lithuania,2012,5.04, Europe
Lithuania,2013,4.76, Europe
Lithuania,2014,4.4, Europe
Lithuania,2015,4.93, Europe
Lithuania,2016,4.27, Europe
Lithuania,2017,4.19, Europe
Lithuania,2018,3.52, Europe
Luxembourg,1985,0.94, Europe
Luxembourg,1986,1.02, Europe
Luxembourg,1987,1.04, Europe
Luxembourg,1988,1.33, Europe
Luxembourg,1989,1.38, Europe
Luxembourg,1990,1.38, Europe
Luxembourg,1991,1.42, Europe
Luxembourg,1992,1.2, Europe
Luxembourg,1993,1.07, Europe
Luxembourg,1994,1.15, Europe
Luxembourg,1995,1.23, Europe
Luxembourg,1996,1.26, Europe
Luxembourg,1997,1.26, Europe
Luxembourg,1998,1.3, Europe
Luxembourg,1999,1.02, Europe
Luxembourg,2000,1.17, Europe
Luxembourg,2001,1.62, Europe
Luxembourg,2002,3.7, Europe
Luxembourg,2003,3.62, Europe
Luxembourg,2004,4.13, Europe
Luxembourg,2005,4.13, Europe
Luxembourg,2006,4.33, Europe
Luxembourg,2007,4, Europe
Luxembourg,2008,3.56, Europe
Luxembourg,2009,3.88, Europe
Luxembourg,2010,4.59, Europe
Luxembourg,2011,3.72, Europe
Luxembourg,2012,3.82, Europe
Luxembourg,2013,2.89, Europe
Luxembourg,2014,2.96, Europe
Luxembourg,2015,2.77, Europe
Luxembourg,2016,2.2, Europe
Luxembourg,2017,2.24, Europe
Luxembourg,2018,2.26, Europe
Netherlands,1985,62.98, Europe
Netherlands,1986,67.17, Europe
Netherlands,1987,68.45, Europe
Netherlands,1988,69.65, Europe
Netherlands,1989,73.08, Europe
Netherlands,1990,71.89, Europe
Netherlands,1991,74.28, Europe
Netherlands,1992,77.23, Europe
Netherlands,1993,76.99, Europe
Netherlands,1994,79.68, Europe
Netherlands,1995,81.06, Europe
Netherlands,1996,85.23, Europe
Netherlands,1997,86.66, Europe
Netherlands,1998,92.01, Europe
Netherlands,1999,87.62, Europe
Netherlands,2000,90.18, Europe
Netherlands,2001,94.07, Europe
Netherlands,2002,95.08, Europe
Netherlands,2003,98.14, Europe
Netherlands,2004,102.14, Europe
Netherlands,2005,100.77, Europe
Netherlands,2006,98.83, Europe
Netherlands,2007,105.16, Europe
Netherlands,2008,108.2, Europe
Netherlands,2009,113.5, Europe
Netherlands,2010,118.14, Europe
Netherlands,2011,112.97, Europe
Netherlands,2012,102.51, Europe
Netherlands,2013,100.88, Europe
Netherlands,2014,103.42, Europe
Netherlands,2015,110.09, Europe
Netherlands,2016,115.17, Europe
Netherlands,2017,117.26, Europe
Netherlands,2018,117.52, Europe
North Macedonia,1985,, Europe
North Macedonia,1986,, Europe
North Macedonia,1987,, Europe
North Macedonia,1988,, Europe
North Macedonia,1989,, Europe
North Macedonia,1990,5.76, Europe
North Macedonia,1991,5.77, Europe
North Macedonia,1992,6.07, Europe
North Macedonia,1993,5.18, Europe
North Macedonia,1994,5.94, Europe
North Macedonia,1995,6.13, Europe
North Macedonia,1996,6.64, Europe
North Macedonia,1997,6.73, Europe
North Macedonia,1998,7.05, Europe
North Macedonia,1999,6.86, Europe
North Macedonia,2000,6.81, Europe
North Macedonia,2001,6.36, Europe
North Macedonia,2002,6.09, Europe
North Macedonia,2003,6.74, Europe
North Macedonia,2004,6.67, Europe
North Macedonia,2005,6.94, Europe
North Macedonia,2006,7.01, Europe
North Macedonia,2007,6.5, Europe
North Macedonia,2008,6.31, Europe
North Macedonia,2009,6.83, Europe
North Macedonia,2010,7.26, Europe
North Macedonia,2011,6.76, Europe
North Macedonia,2012,6.26, Europe
North Macedonia,2013,6.09, Europe
North Macedonia,2014,5.37, Europe
North Macedonia,2015,5.65, Europe
North Macedonia,2016,5.63, Europe
North Macedonia,2017,5.6, Europe
North Macedonia,2018,5.61, Europe
Norway,1985,103.29, Europe
Norway,1986,97.28, Europe
Norway,1987,104.28, Europe
Norway,1988,110.02, Europe
Norway,1989,119.2, Europe
Norway,1990,121.85, Europe
Norway,1991,111.01, Europe
Norway,1992,117.51, Europe
Norway,1993,120.09, Europe
Norway,1994,113.49, Europe
Norway,1995,123.19, Europe
Norway,1996,104.75, Europe
Norway,1997,111.64, Europe
Norway,1998,116.98, Europe
Norway,1999,122.66, Europe
Norway,2000,142.98, Europe
Norway,2001,121.92, Europe
Norway,2002,130.6, Europe
Norway,2003,107.27, Europe
Norway,2004,110.6, Europe
Norway,2005,138.07, Europe
Norway,2006,121.4, Europe
Norway,2007,137.16, Europe
Norway,2008,142.11, Europe
Norway,2009,131.77, Europe
Norway,2010,123.63, Europe
Norway,2011,127.63, Europe
Norway,2012,147.72, Europe
Norway,2013,133.97, Europe
Norway,2014,141.97, Europe
Norway,2015,144.51, Europe
Norway,2016,148.99, Europe
Norway,2017,149.4, Europe
Norway,2018,146.99, Europe
Other Europe,1985,93.76, Europe
Other Europe,1986,99.08, Europe
Other Europe,1987,101.33, Europe
Other Europe,1988,103.93, Europe
Other Europe,1989,104.53, Europe
Other Europe,1990,74.53, Europe
Other Europe,1991,72.58, Europe
Other Europe,1992,59.71, Europe
Other Europe,1993,53.81, Europe
Other Europe,1994,56.83, Europe
Other Europe,1995,56.8, Europe
Other Europe,1996,61.46, Europe
Other Europe,1997,64.47, Europe
Other Europe,1998,65.62, Europe
Other Europe,1999,61.95, Europe
Other Europe,2000,63.32, Europe
Other Europe,2001,63.06, Europe
Other Europe,2002,62.54, Europe
Other Europe,2003,65.91, Europe
Other Europe,2004,70.49, Europe
Other Europe,2005,73.62, Europe
Other Europe,2006,74.92, Europe
Other Europe,2007,71.5, Europe
Other Europe,2008,77.55, Europe
Other Europe,2009,80.33, Europe
Other Europe,2010,87.14, Europe
Other Europe,2011,81.6, Europe
Other Europe,2012,79.24, Europe
Other Europe,2013,89.98, Europe
Other Europe,2014,80, Europe
Other Europe,2015,85.21, Europe
Other Europe,2016,89, Europe
Other Europe,2017,82.96, Europe
Other Europe,2018,93.1, Europe
Poland,1985,137.71, Europe
Poland,1986,140.29, Europe
Poland,1987,145.83, Europe
Poland,1988,144.34, Europe
Poland,1989,145.46, Europe
Poland,1990,136.31, Europe
Poland,1991,134.71, Europe
Poland,1992,132.75, Europe
Poland,1993,133.87, Europe
Poland,1994,135.35, Europe
Poland,1995,139.01, Europe
Poland,1996,143.17, Europe
Poland,1997,142.79, Europe
Poland,1998,142.79, Europe
Poland,1999,142.13, Europe
Poland,2000,145.18, Europe
Poland,2001,145.62, Europe
Poland,2002,144.13, Europe
Poland,2003,151.63, Europe
Poland,2004,154.16, Europe
Poland,2005,156.94, Europe
Poland,2006,161.74, Europe
Poland,2007,159.35, Europe
Poland,2008,155.31, Europe
Poland,2009,151.72, Europe
Poland,2010,157.66, Europe
Poland,2011,163.55, Europe
Poland,2012,162.14, Europe
Poland,2013,164.56, Europe
Poland,2014,159.06, Europe
Poland,2015,164.94, Europe
Poland,2016,166.63, Europe
Poland,2017,170.47, Europe
Poland,2018,170.14, Europe
Portugal,1985,18.9, Europe
Portugal,1986,20.36, Europe
Portugal,1987,20.14, Europe
Portugal,1988,22.49, Europe
Portugal,1989,25.81, Europe
Portugal,1990,28.5, Europe
Portugal,1991,29.87, Europe
Portugal,1992,30.09, Europe
Portugal,1993,31.2, Europe
Portugal,1994,31.38, Europe
Portugal,1995,33.26, Europe
Portugal,1996,34.52, Europe
Portugal,1997,34.21, Europe
Portugal,1998,38.98, Europe
Portugal,1999,43.29, Europe
Portugal,2000,43.76, Europe
Portugal,2001,46.51, Europe
Portugal,2002,46.11, Europe
Portugal,2003,46.85, Europe
Portugal,2004,45.1, Europe
Portugal,2005,46.58, Europe
Portugal,2006,49.04, Europe
Portugal,2007,47.25, Europe
Portugal,2008,45.97, Europe
Portugal,2009,50.21, Europe
Portugal,2010,54.09, Europe
Portugal,2011,52.47, Europe
Portugal,2012,46.61, Europe
Portugal,2013,51.67, Europe
Portugal,2014,52.8, Europe
Portugal,2015,52.42, Europe
Portugal,2016,60.28, Europe
Portugal,2017,59.43, Europe
Portugal,2018,59.91, Europe
Romania,1985,71.82, Europe
Romania,1986,75.48, Europe
Romania,1987,74.08, Europe
Romania,1988,75.32, Europe
Romania,1989,75.85, Europe
Romania,1990,64.31, Europe
Romania,1991,56.8, Europe
Romania,1992,54.2, Europe
Romania,1993,55.48, Europe
Romania,1994,55.14, Europe
Romania,1995,59.27, Europe
Romania,1996,61.35, Europe
Romania,1997,57.15, Europe
Romania,1998,53.5, Europe
Romania,1999,50.71, Europe
Romania,2000,51.93, Europe
Romania,2001,53.87, Europe
Romania,2002,54.74, Europe
Romania,2003,55.14, Europe
Romania,2004,56.5, Europe
Romania,2005,59.41, Europe
Romania,2006,62.7, Europe
Romania,2007,61.67, Europe
Romania,2008,64.96, Europe
Romania,2009,58.02, Europe
Romania,2010,60.98, Europe
Romania,2011,62.22, Europe
Romania,2012,59.05, Europe
Romania,2013,58.89, Europe
Romania,2014,63.28, Europe
Romania,2015,66.3, Europe
Romania,2016,65.1, Europe
Romania,2017,64.3, Europe
Romania,2018,65.18, Europe
Slovakia,1985,22.51, Europe
Slovakia,1986,24.17, Europe
Slovakia,1987,23.63, Europe
Slovakia,1988,23.04, Europe
Slovakia,1989,24.07, Europe
Slovakia,1990,26.13, Europe
Slovakia,1991,24.75, Europe
Slovakia,1992,23.63, Europe
Slovakia,1993,24.44, Europe
Slovakia,1994,25.71, Europe
Slovakia,1995,26.77, Europe
Slovakia,1996,25.76, Europe
Slovakia,1997,25.35, Europe
Slovakia,1998,26.03, Europe
Slovakia,1999,28.41, Europe
Slovakia,2000,31.16, Europe
Slovakia,2001,32.05, Europe
Slovakia,2002,32.43, Europe
Slovakia,2003,31.15, Europe
Slovakia,2004,30.54, Europe
Slovakia,2005,31.29, Europe
Slovakia,2006,31.23, Europe
Slovakia,2007,27.91, Europe
Slovakia,2008,29.31, Europe
Slovakia,2009,26.07, Europe
Slovakia,2010,27.72, Europe
Slovakia,2011,28.14, Europe
Slovakia,2012,28.39, Europe
Slovakia,2013,28.59, Europe
Slovakia,2014,27.25, Europe
Slovakia,2015,27.19, Europe
Slovakia,2016,27.06, Europe
Slovakia,2017,27.58, Europe
Slovakia,2018,26.63, Europe
Slovenia,1985,, Europe
Slovenia,1986,, Europe
Slovenia,1987,, Europe
Slovenia,1988,, Europe
Slovenia,1989,, Europe
Slovenia,1990,12.4, Europe
Slovenia,1991,12.74, Europe
Slovenia,1992,12.34, Europe
Slovenia,1993,11.95, Europe
Slovenia,1994,12.89, Europe
Slovenia,1995,12.91, Europe
Slovenia,1996,12.74, Europe
Slovenia,1997,13.18, Europe
Slovenia,1998,13.7, Europe
Slovenia,1999,13.26, Europe
Slovenia,2000,13.62, Europe
Slovenia,2001,14.47, Europe
Slovenia,2002,14.6, Europe
Slovenia,2003,13.82, Europe
Slovenia,2004,15.27, Europe
Slovenia,2005,15.12, Europe
Slovenia,2006,15.12, Europe
Slovenia,2007,15.04, Europe
Slovenia,2008,16.4, Europe
Slovenia,2009,16.4, Europe
Slovenia,2010,16.44, Europe
Slovenia,2011,16.06, Europe
Slovenia,2012,15.74, Europe
Slovenia,2013,16.1, Europe
Slovenia,2014,17.44, Europe
Slovenia,2015,15.1, Europe
Slovenia,2016,16.5, Europe
Slovenia,2017,16.33, Europe
Slovenia,2018,16.31, Europe
Spain,1985,126.56, Europe
Spain,1986,128.54, Europe
Spain,1987,132.67, Europe
Spain,1988,138.76, Europe
Spain,1989,147.05, Europe
Spain,1990,151.92, Europe
Spain,1991,155.8, Europe
Spain,1992,158.72, Europe
Spain,1993,156.8, Europe
Spain,1994,161.85, Europe
Spain,1995,167.09, Europe
Spain,1996,174.45, Europe
Spain,1997,190.4, Europe
Spain,1998,195.21, Europe
Spain,1999,208.45, Europe
Spain,2000,224.47, Europe
Spain,2001,236.04, Europe
Spain,2002,244.96, Europe
Spain,2003,260.73, Europe
Spain,2004,280.01, Europe
Spain,2005,294.08, Europe
Spain,2006,299.45, Europe
Spain,2007,305.05, Europe
Spain,2008,313.76, Europe
Spain,2009,296.3, Europe
Spain,2010,300.43, Europe
Spain,2011,291.76, Europe
Spain,2012,297.56, Europe
Spain,2013,285.26, Europe
Spain,2014,278.75, Europe
Spain,2015,281.02, Europe
Spain,2016,274.63, Europe
Spain,2017,275.63, Europe
Spain,2018,275.02, Europe
Sweden,1985,137.14, Europe
Sweden,1986,138.65, Europe
Sweden,1987,146.57, Europe
Sweden,1988,146.23, Europe
Sweden,1989,143.09, Europe
Sweden,1990,146.51, Europe
Sweden,1991,147.38, Europe
Sweden,1992,146.44, Europe
Sweden,1993,145.81, Europe
Sweden,1994,143.04, Europe
Sweden,1995,148.35, Europe
Sweden,1996,140.63, Europe
Sweden,1997,149.41, Europe
Sweden,1998,159, Europe
Sweden,1999,155.16, Europe
Sweden,2000,145.58, Europe
Sweden,2001,161.62, Europe
Sweden,2002,146.73, Europe
Sweden,2003,135.44, Europe
Sweden,2004,152.45, Europe
Sweden,2005,159.06, Europe
Sweden,2006,143.3, Europe
Sweden,2007,148.74, Europe
Sweden,2008,149.65, Europe
Sweden,2009,136.68, Europe
Sweden,2010,148.25, Europe
Sweden,2011,151.16, Europe
Sweden,2012,166.3, Europe
Sweden,2013,153.16, Europe
Sweden,2014,153.66, Europe
Sweden,2015,162.06, Europe
Sweden,2016,156.13, Europe
Sweden,2017,164.25, Europe
Sweden,2018,163.55, Europe
Switzerland,1985,56.34, Europe
Switzerland,1986,57.41, Europe
Switzerland,1987,59.73, Europe
Switzerland,1988,60.54, Europe
Switzerland,1989,54.61, Europe
Switzerland,1990,56.02, Europe
Switzerland,1991,58.06, Europe
Switzerland,1992,59.52, Europe
Switzerland,1993,61.56, Europe
Switzerland,1994,66.13, Europe
Switzerland,1995,62.86, Europe
Switzerland,1996,57.33, Europe
Switzerland,1997,62.9, Europe
Switzerland,1998,63.29, Europe
Switzerland,1999,68.62, Europe
Switzerland,2000,67.33, Europe
Switzerland,2001,72.25, Europe
Switzerland,2002,66.94, Europe
Switzerland,2003,67.18, Europe
Switzerland,2004,65.39, Europe
Switzerland,2005,59.48, Europe
Switzerland,2006,63.86, Europe
Switzerland,2007,67.73, Europe
Switzerland,2008,68.74, Europe
Switzerland,2009,68.26, Europe
Switzerland,2010,68, Europe
Switzerland,2011,64.82, Europe
Switzerland,2012,70.02, Europe
Switzerland,2013,70.4, Europe
Switzerland,2014,71.95, Europe
Switzerland,2015,67.87, Europe
Switzerland,2016,63.31, Europe
Switzerland,2017,63.3, Europe
Switzerland,2018,69.81, Europe
Turkey,1985,34.22, Europe
Turkey,1986,39.69, Europe
Turkey,1987,44.35, Europe
Turkey,1988,48.05, Europe
Turkey,1989,52.04, Europe
Turkey,1990,57.54, Europe
Turkey,1991,60.25, Europe
Turkey,1992,67.34, Europe
Turkey,1993,73.81, Europe
Turkey,1994,78.32, Europe
Turkey,1995,86.25, Europe
Turkey,1996,94.86, Europe
Turkey,1997,103.3, Europe
Turkey,1998,111.02, Europe
Turkey,1999,116.44, Europe
Turkey,2000,124.92, Europe
Turkey,2001,122.72, Europe
Turkey,2002,129.4, Europe
Turkey,2003,140.58, Europe
Turkey,2004,150.7, Europe
Turkey,2005,161.96, Europe
Turkey,2006,176.3, Europe
Turkey,2007,191.56, Europe
Turkey,2008,198.42, Europe
Turkey,2009,194.81, Europe
Turkey,2010,211.21, Europe
Turkey,2011,229.4, Europe
Turkey,2012,239.5, Europe
Turkey,2013,240.16, Europe
Turkey,2014,251.96, Europe
Turkey,2015,261.78, Europe
Turkey,2016,274.41, Europe
Turkey,2017,297.28, Europe
Turkey,2018,302.51, Europe
Ukraine,1985,272, Europe
Ukraine,1986,272.7, Europe
Ukraine,1987,281.5, Europe
Ukraine,1988,297.2, Europe
Ukraine,1989,295.3, Europe
Ukraine,1990,298.83, Europe
Ukraine,1991,278.68, Europe
Ukraine,1992,252.52, Europe
Ukraine,1993,229.91, Europe
Ukraine,1994,202.92, Europe
Ukraine,1995,194.02, Europe
Ukraine,1996,182.99, Europe
Ukraine,1997,178, Europe
Ukraine,1998,172.82, Europe
Ukraine,1999,172.12, Europe
Ukraine,2000,171.44, Europe
Ukraine,2001,172.97, Europe
Ukraine,2002,173.73, Europe
Ukraine,2003,180.36, Europe
Ukraine,2004,182.16, Europe
Ukraine,2005,186.06, Europe
Ukraine,2006,193.38, Europe
Ukraine,2007,196.25, Europe
Ukraine,2008,192.59, Europe
Ukraine,2009,173.62, Europe
Ukraine,2010,188.83, Europe
Ukraine,2011,194.95, Europe
Ukraine,2012,198.88, Europe
Ukraine,2013,194.38, Europe
Ukraine,2014,182.81, Europe
Ukraine,2015,163.68, Europe
Ukraine,2016,164.57, Europe
Ukraine,2017,155.41, Europe
Ukraine,2018,159.35, Europe
United Kingdom,1985,298.09, Europe
United Kingdom,1986,301.07, Europe
United Kingdom,1987,302.11, Europe
United Kingdom,1988,308.82, Europe
United Kingdom,1989,314.58, Europe
United Kingdom,1990,319.74, Europe
United Kingdom,1991,322.88, Europe
United Kingdom,1992,321.04, Europe
United Kingdom,1993,323.1, Europe
United Kingdom,1994,326.56, Europe
United Kingdom,1995,337.42, Europe
United Kingdom,1996,350.87, Europe
United Kingdom,1997,350.67, Europe
United Kingdom,1998,362.7, Europe
United Kingdom,1999,368.15, Europe
United Kingdom,2000,377.07, Europe
United Kingdom,2001,384.78, Europe
United Kingdom,2002,387.25, Europe
United Kingdom,2003,398.21, Europe
United Kingdom,2004,393.93, Europe
United Kingdom,2005,398.36, Europe
United Kingdom,2006,397.28, Europe
United Kingdom,2007,396.83, Europe
United Kingdom,2008,388.92, Europe
United Kingdom,2009,376.75, Europe
United Kingdom,2010,382.07, Europe
United Kingdom,2011,367.98, Europe
United Kingdom,2012,363.87, Europe
United Kingdom,2013,358.28, Europe
United Kingdom,2014,338.1, Europe
United Kingdom,2015,338.88, Europe
United Kingdom,2016,339.3, Europe
United Kingdom,2017,338.65, Europe
United Kingdom,2018,333.92, Europe
Iran,1985,38.91, Middle East
Iran,1986,42.19, Middle East
Iran,1987,45.06, Middle East
Iran,1988,46.97, Middle East
Iran,1989,51.43, Middle East
Iran,1990,57.66, Middle East
Iran,1991,62.81, Middle East
Iran,1992,67.18, Middle East
Iran,1993,74.69, Middle East
Iran,1994,81, Middle East
Iran,1995,84.35, Middle East
Iran,1996,89.74, Middle East
Iran,1997,96.98, Middle East
Iran,1998,102.39, Middle East
Iran,1999,110.09, Middle East
Iran,2000,119.35, Middle East
Iran,2001,127.6, Middle East
Iran,2002,138.22, Middle East
Iran,2003,151.65, Middle East
Iran,2004,162.75, Middle East
Iran,2005,177.08, Middle East
Iran,2006,193.43, Middle East
Iran,2007,203.13, Middle East
Iran,2008,210.48, Middle East
Iran,2009,221.81, Middle East
Iran,2010,235.68, Middle East
Iran,2011,235.59, Middle East
Iran,2012,248.76, Middle East
Iran,2013,258.85, Middle East
Iran,2014,275.63, Middle East
Iran,2015,280.24, Middle East
Iran,2016,286.14, Middle East
Iran,2017,305.16, Middle East
Iran,2018,310.8, Middle East
Iraq,1985,20.97, Middle East
Iraq,1986,22.29, Middle East
Iraq,1987,22.51, Middle East
Iraq,1988,23.45, Middle East
Iraq,1989,23.86, Middle East
Iraq,1990,28.37, Middle East
Iraq,1991,13.36, Middle East
Iraq,1992,21.91, Middle East
Iraq,1993,27.09, Middle East
Iraq,1994,26.66, Middle East
Iraq,1995,26.5, Middle East
Iraq,1996,25.98, Middle East
Iraq,1997,26.69, Middle East
Iraq,1998,26.74, Middle East
Iraq,1999,24.72, Middle East
Iraq,2000,27.19, Middle East
Iraq,2001,31.72, Middle East
Iraq,2002,35.42, Middle East
