country,year,gas_production_bcm,region
Ukraine,1979,0, Europe
Ukraine,1980,0, Europe
Ukraine,1981,0, Europe
Ukraine,1982,0, Europe
Ukraine,1983,0, Europe
Ukraine,1984,0, Europe
Ukraine,1985,40.58, Europe
Ukraine,1986,37.57, Europe
Ukraine,1987,33.69, Europe
Ukraine,1988,30.66, Europe
Ukraine,1989,29.15, Europe
Ukraine,1990,26.59, Europe
Ukraine,1991,23.09, Europe
Ukraine,1992,19.87, Europe
Ukraine,1993,18.17, Europe
Ukraine,1994,17.22, Europe
Ukraine,1995,16.07, Europe
Ukraine,1996,16.24, Europe
Ukraine,1997,16.49, Europe
Ukraine,1998,15.86, Europe
Ukraine,1999,15.99, Europe
Ukraine,2000,15.79, Europe
Ukraine,2001,16.16, Europe
Ukraine,2002,17.68, Europe
Ukraine,2003,18.3, Europe
Ukraine,2004,19.37, Europe
Ukraine,2005,19.67, Europe
Ukraine,2006,19.96, Europe
Ukraine,2007,19.97, Europe
Ukraine,2008,20.29, Europe
Ukraine,2009,20.34, Europe
Ukraine,2010,19.43, Europe
Ukraine,2011,19.54, Europe
Ukraine,2012,19.39, Europe
Ukraine,2013,20.16, Europe
Ukraine,2014,20.22, Europe
Ukraine,2015,18.83, Europe
Ukraine,2016,19.02, Europe
Ukraine,2017,19.4, Europe
Ukraine,2018,19.87, Europe
United Kingdom,1970,10.95, Europe
United Kingdom,1971,18.2, Europe
United Kingdom,1972,26.26, Europe
United Kingdom,1973,28.51, Europe
United Kingdom,1974,34.38, Europe
United Kingdom,1975,35.8, Europe
United Kingdom,1976,37.91, Europe
United Kingdom,1977,39.61, Europe
United Kingdom,1978,37.93, Europe
United Kingdom,1979,38.3, Europe
United Kingdom,1980,36.41, Europe
United Kingdom,1981,36.33, Europe
United Kingdom,1982,36.93, Europe
United Kingdom,1983,38.08, Europe
United Kingdom,1984,37.22, Europe
United Kingdom,1985,41.53, Europe
United Kingdom,1986,43.66, Europe
United Kingdom,1987,45.71, Europe
United Kingdom,1988,44.02, Europe
United Kingdom,1989,43.11, Europe
United Kingdom,1990,47.6, Europe
United Kingdom,1991,53, Europe
United Kingdom,1992,53.9, Europe
United Kingdom,1993,63.37, Europe
United Kingdom,1994,67.65, Europe
United Kingdom,1995,74.05, Europe
United Kingdom,1996,88.06, Europe
United Kingdom,1997,89.85, Europe
United Kingdom,1998,94.4, Europe
United Kingdom,1999,103.74, Europe
United Kingdom,2000,113.46, Europe
United Kingdom,2001,110.81, Europe
United Kingdom,2002,108.49, Europe
United Kingdom,2003,107.81, Europe
United Kingdom,2004,100.91, Europe
United Kingdom,2005,92.34, Europe
United Kingdom,2006,83.75, Europe
United Kingdom,2007,75.49, Europe
United Kingdom,2008,72.77, Europe
United Kingdom,2009,61.21, Europe
United Kingdom,2010,57.9, Europe
United Kingdom,2011,46.08, Europe
United Kingdom,2012,39.19, Europe
United Kingdom,2013,36.98, Europe
United Kingdom,2014,37.43, Europe
United Kingdom,2015,40.66, Europe
United Kingdom,2016,41.74, Europe
United Kingdom,2017,41.89, Europe
United Kingdom,2018,40.58, Europe
Bahrain,1970,0.65, Middle East
Bahrain,1971,0.95, Middle East
Bahrain,1972,1.18, Middle East
Bahrain,1973,1.68, Middle East
Bahrain,1974,2.07, Middle East
Bahrain,1975,2.18, Middle East
Bahrain,1976,2.28, Middle East
Bahrain,1977,2.47, Middle East
Bahrain,1978,2.72, Middle East
Bahrain,1979,3.01, Middle East
Bahrain,1980,2.45, Middle East
Bahrain,1981,2.27, Middle East
Bahrain,1982,3.58, Middle East
Bahrain,1983,3.75, Middle East
Bahrain,1984,3.87, Middle East
Bahrain,1985,4.72, Middle East
Bahrain,1986,5.4, Middle East
Bahrain,1987,5.25, Middle East
Bahrain,1988,5.58, Middle East
Bahrain,1989,5.8, Middle East
Bahrain,1990,6.08, Middle East
Bahrain,1991,5.79, Middle East
Bahrain,1992,6.77, Middle East
Bahrain,1993,7.25, Middle East
Bahrain,1994,7.42, Middle East
Bahrain,1995,7.55, Middle East
Bahrain,1996,7.77, Middle East
Bahrain,1997,8.34, Middle East
Bahrain,1998,8.77, Middle East
Bahrain,1999,9.08, Middle East
Bahrain,2000,9.17, Middle East
Bahrain,2001,9.55, Middle East
Bahrain,2002,9.9, Middle East
Bahrain,2003,10.08, Middle East
Bahrain,2004,9.27, Middle East
Bahrain,2005,10.17, Middle East
Bahrain,2006,10.76, Middle East
Bahrain,2007,11.2, Middle East
Bahrain,2008,12.02, Middle East
Bahrain,2009,12.13, Middle East
Bahrain,2010,12.43, Middle East
Bahrain,2011,12.62, Middle East
Bahrain,2012,13.05, Middle East
Bahrain,2013,13.96, Middle East
Bahrain,2014,14.7, Middle East
Bahrain,2015,14.76, Middle East
Bahrain,2016,14.41, Middle East
Bahrain,2017,14.47, Middle East
Bahrain,2018,14.84, Middle East
Iran,1970,3.5, Middle East
Iran,1971,8.45, Middle East
Iran,1972,11.4, Middle East
Iran,1973,12.6, Middle East
Iran,1974,13.07, Middle East
Iran,1975,13.62, Middle East
Iran,1976,13.87, Middle East
Iran,1977,14.09, Middle East
Iran,1978,8.83, Middle East
Iran,1979,8.5, Middle East
Iran,1980,4.54, Middle East
Iran,1981,4.93, Middle East
Iran,1982,6.75, Middle East
Iran,1983,7.71, Middle East
Iran,1984,8.98, Middle East
Iran,1985,9.69, Middle East
Iran,1986,9.31, Middle East
Iran,1987,11.39, Middle East
Iran,1988,12.37, Middle East
Iran,1989,15.62, Middle East
Iran,1990,24.72, Middle East
Iran,1991,29.2, Middle East
Iran,1992,30.9, Middle East
Iran,1993,16.51, Middle East
Iran,1994,26.23, Middle East
Iran,1995,31.87, Middle East
Iran,1996,37.48, Middle East
Iran,1997,39.38, Middle East
Iran,1998,44.47, Middle East
Iran,1999,52.98, Middle East
Iran,2000,56.34, Middle East
Iran,2001,62.61, Middle East
Iran,2002,74.45, Middle East
Iran,2003,78.09, Middle East
Iran,2004,91.04, Middle East
Iran,2005,96.61, Middle East
Iran,2006,105.28, Middle East
Iran,2007,118.01, Middle East
Iran,2008,123.57, Middle East
Iran,2009,135.74, Middle East
Iran,2010,143.91, Middle East
Iran,2011,150.99, Middle East
Iran,2012,156.94, Middle East
Iran,2013,157.53, Middle East
Iran,2014,175.45, Middle East
Iran,2015,183.55, Middle East
Iran,2016,199.34, Middle East
Iran,2017,220.17, Middle East
Iran,2018,239.49, Middle East
Iraq,1970,0.74, Middle East
Iraq,1971,0.88, Middle East
Iraq,1972,0.89, Middle East
Iraq,1973,0.86, Middle East
Iraq,1974,0.79, Middle East
Iraq,1975,1.23, Middle East
Iraq,1976,1.71, Middle East
Iraq,1977,1.12, Middle East
Iraq,1978,1.16, Middle East
Iraq,1979,1.66, Middle East
Iraq,1980,1.22, Middle East
Iraq,1981,0.59, Middle East
Iraq,1982,0.65, Middle East
Iraq,1983,0.45, Middle East
Iraq,1984,0.56, Middle East
Iraq,1985,0.81, Middle East
Iraq,1986,1.47, Middle East
Iraq,1987,3.56, Middle East
Iraq,1988,5.32, Middle East
Iraq,1989,6.13, Middle East
Iraq,1990,3.78, Middle East
Iraq,1991,1.65, Middle East
Iraq,1992,2.16, Middle East
Iraq,1993,2.42, Middle East
Iraq,1994,3.01, Middle East
Iraq,1995,3.01, Middle East
Iraq,1996,3.08, Middle East
Iraq,1997,2.9, Middle East
Iraq,1998,2.8, Middle East
Iraq,1999,3.02, Middle East
Iraq,2000,2.99, Middle East
Iraq,2001,2.62, Middle East
Iraq,2002,2.24, Middle East
Iraq,2003,1.48, Middle East
Iraq,2004,0.95, Middle East
Iraq,2005,1.38, Middle East
Iraq,2006,1.38, Middle East
Iraq,2007,4.54, Middle East
Iraq,2008,6.46, Middle East
Iraq,2009,6.85, Middle East
Iraq,2010,7.14, Middle East
Iraq,2011,6.3, Middle East
Iraq,2012,6.34, Middle East
Iraq,2013,7.07, Middle East
Iraq,2014,7.53, Middle East
Iraq,2015,7.3, Middle East
Iraq,2016,9.9, Middle East
Iraq,2017,10.12, Middle East
Iraq,2018,12.99, Middle East
Kuwait,1970,1.94, Middle East
Kuwait,1971,2, Middle East
Kuwait,1972,2.36, Middle East
Kuwait,1973,2.65, Middle East
Kuwait,1974,2.78, Middle East
Kuwait,1975,3.05, Middle East
Kuwait,1976,3.67, Middle East
Kuwait,1977,4, Middle East
Kuwait,1978,4.48, Middle East
Kuwait,1979,5.94, Middle East
Kuwait,1980,3.87, Middle East
Kuwait,1981,4.45, Middle East
Kuwait,1982,3.49, Middle East
Kuwait,1983,3.83, Middle East
Kuwait,1984,4.16, Middle East
Kuwait,1985,3.99, Middle East
Kuwait,1986,5.44, Middle East
Kuwait,1987,4.54, Middle East
Kuwait,1988,6.5, Middle East
Kuwait,1989,7.75, Middle East
Kuwait,1990,3.98, Middle East
Kuwait,1991,0.48, Middle East
Kuwait,1992,2.49, Middle East
Kuwait,1993,5.15, Middle East
Kuwait,1994,5.67, Middle East
Kuwait,1995,8.81, Middle East
Kuwait,1996,8.84, Middle East
Kuwait,1997,8.81, Middle East
Kuwait,1998,9.02, Middle East
Kuwait,1999,8.25, Middle East
Kuwait,2000,9.12, Middle East
Kuwait,2001,9.03, Middle East
Kuwait,2002,8.27, Middle East
Kuwait,2003,9.5, Middle East
Kuwait,2004,10.36, Middle East
Kuwait,2005,11.69, Middle East
Kuwait,2006,11.79, Middle East
Kuwait,2007,10.7, Middle East
Kuwait,2008,12.07, Middle East
Kuwait,2009,10.91, Middle East
Kuwait,2010,11.15, Middle East
Kuwait,2011,12.86, Middle East
Kuwait,2012,14.74, Middle East
Kuwait,2013,15.5, Middle East
Kuwait,2014,14.28, Middle East
Kuwait,2015,16.06, Middle East
Kuwait,2016,16.43, Middle East
Kuwait,2017,16.25, Middle East
Kuwait,2018,17.48, Middle East
Oman,1970,0, Middle East
Oman,1971,0, Middle East
Oman,1972,0, Middle East
Oman,1973,0, Middle East
Oman,1974,0, Middle East
Oman,1975,0, Middle East
Oman,1976,0, Middle East
Oman,1977,0, Middle East
Oman,1978,0.3, Middle East
Oman,1979,0.51, Middle East
Oman,1980,0.65, Middle East
Oman,1981,0.76, Middle East
Oman,1982,0.83, Middle East
Oman,1983,1.03, Middle East
Oman,1984,1.3, Middle East
Oman,1985,1.66, Middle East
Oman,1986,1.94, Middle East
Oman,1987,2.17, Middle East
Oman,1988,2.18, Middle East
Oman,1989,2.26, Middle East
Oman,1990,2.45, Middle East
Oman,1991,2.48, Middle East
Oman,1992,2.71, Middle East
Oman,1993,2.6, Middle East
Oman,1994,2.73, Middle East
Oman,1995,3.82, Middle East
Oman,1996,4.13, Middle East
Oman,1997,4.7, Middle East
Oman,1998,4.88, Middle East
Oman,1999,5.14, Middle East
Oman,2000,10.32, Middle East
Oman,2001,15.42, Middle East
Oman,2002,16.64, Middle East
Oman,2003,18.34, Middle East
Oman,2004,18.66, Middle East
Oman,2005,20.85, Middle East
Oman,2006,24.29, Middle East
Oman,2007,24.61, Middle East
Oman,2008,24.14, Middle East
Oman,2009,23.91, Middle East
Oman,2010,25.7, Middle East
Oman,2011,27.13, Middle East
Oman,2012,28.32, Middle East
Oman,2013,30.79, Middle East
Oman,2014,29.35, Middle East
Oman,2015,30.75, Middle East
Oman,2016,31.48, Middle East
Oman,2017,32.26, Middle East
Oman,2018,35.95, Middle East
Other Middle East,1970,0.13, Middle East
Other Middle East,1971,0.12, Middle East
Other Middle East,1972,0.12, Middle East
Other Middle East,1973,0.05, Middle East
Other Middle East,1974,0.06, Middle East
Other Middle East,1975,0.06, Middle East
Other Middle East,1976,0.06, Middle East
Other Middle East,1977,0.06, Middle East
Other Middle East,1978,0.05, Middle East
Other Middle East,1979,0.04, Middle East
Other Middle East,1980,0, Middle East
Other Middle East,1981,0, Middle East
Other Middle East,1982,0.04, Middle East
Other Middle East,1983,0.06, Middle East
Other Middle East,1984,0.05, Middle East
Other Middle East,1985,0.05, Middle East
Other Middle East,1986,0.04, Middle East
Other Middle East,1987,0.04, Middle East
Other Middle East,1988,0.04, Middle East
Other Middle East,1989,0.12, Middle East
Other Middle East,1990,0.15, Middle East
Other Middle East,1991,0.15, Middle East
Other Middle East,1992,0.16, Middle East
Other Middle East,1993,0.18, Middle East
Other Middle East,1994,0.24, Middle East
Other Middle East,1995,0.25, Middle East
Other Middle East,1996,0.23, Middle East
Other Middle East,1997,0.26, Middle East
Other Middle East,1998,0.25, Middle East
Other Middle East,1999,0.25, Middle East
Other Middle East,2000,0.24, Middle East
Other Middle East,2001,0.23, Middle East
Other Middle East,2002,0.21, Middle East
Other Middle East,2003,0.23, Middle East
Other Middle East,2004,1.37, Middle East
Other Middle East,2005,1.78, Middle East
Other Middle East,2006,2.42, Middle East
Other Middle East,2007,2.82, Middle East
Other Middle East,2008,3.46, Middle East
Other Middle East,2009,2.74, Middle East
Other Middle East,2010,3.25, Middle East
Other Middle East,2011,4.23, Middle East
Other Middle East,2012,2.52, Middle East
Other Middle East,2013,6.25, Middle East
Other Middle East,2014,7.33, Middle East
Other Middle East,2015,8.07, Middle East
Other Middle East,2016,9.05, Middle East
Other Middle East,2017,9.53, Middle East
Other Middle East,2018,10.14, Middle East
Qatar,1970,1.04, Middle East
Qatar,1971,1.04, Middle East
Qatar,1972,1.14, Middle East
Qatar,1973,1.64, Middle East
Qatar,1974,1.34, Middle East
Qatar,1975,2.07, Middle East
Qatar,1976,1.13, Middle East
Qatar,1977,1.61, Middle East
Qatar,1978,1.53, Middle East
Qatar,1979,4.51, Middle East
Qatar,1980,4.91, Middle East
Qatar,1981,4.47, Middle East
Qatar,1982,5.23, Middle East
Qatar,1983,5.42, Middle East
Qatar,1984,6.14, Middle East
Qatar,1985,5.65, Middle East
Qatar,1986,6, Middle East
Qatar,1987,5.81, Middle East
Qatar,1988,6.07, Middle East
Qatar,1989,6.42, Middle East
Qatar,1990,6.52, Middle East
Qatar,1991,7.9, Middle East
Qatar,1992,8.23, Middle East
Qatar,1993,8.57, Middle East
Qatar,1994,8.94, Middle East
Qatar,1995,9.31, Middle East
Qatar,1996,9.7, Middle East
Qatar,1997,13.41, Middle East
Qatar,1998,16.23, Middle East
Qatar,1999,21.36, Middle East
Qatar,2000,25.77, Middle East
Qatar,2001,27.95, Middle East
Qatar,2002,30.53, Middle East
Qatar,2003,32.5, Middle East
Qatar,2004,40.54, Middle East
Qatar,2005,47.4, Middle East
Qatar,2006,52.47, Middle East
Qatar,2007,65.41, Middle East
Qatar,2008,79.68, Middle East
Qatar,2009,92.43, Middle East
Qatar,2010,123.13, Middle East
Qatar,2011,150.36, Middle East
Qatar,2012,162.55, Middle East
Qatar,2013,168.18, Middle East
Qatar,2014,169.56, Middle East
Qatar,2015,174.99, Middle East
Qatar,2016,173.81, Middle East
Qatar,2017,172.38, Middle East
Qatar,2018,175.46, Middle East
Saudi Arabia,1970,1.54, Middle East
Saudi Arabia,1971,1.28, Middle East
Saudi Arabia,1972,1.45, Middle East
Saudi Arabia,1973,1.71, Middle East
Saudi Arabia,1974,2.16, Middle East
Saudi Arabia,1975,2.57, Middle East
Saudi Arabia,1976,2.78, Middle East
Saudi Arabia,1977,3.91, Middle East
Saudi Arabia,1978,5.39, Middle East
Saudi Arabia,1979,6.62, Middle East
Saudi Arabia,1980,9.24, Middle East
Saudi Arabia,1981,10.77, Middle East
Saudi Arabia,1982,11.42, Middle East
Saudi Arabia,1983,11.15, Middle East
Saudi Arabia,1984,17.29, Middle East
Saudi Arabia,1985,17.86, Middle East
Saudi Arabia,1986,23.94, Middle East
Saudi Arabia,1987,25.46, Middle East
Saudi Arabia,1988,27.65, Middle East
Saudi Arabia,1989,28.31, Middle East
Saudi Arabia,1990,31.84, Middle East
Saudi Arabia,1991,33.41, Middle East
Saudi Arabia,1992,36.34, Middle East
Saudi Arabia,1993,38.04, Middle East
Saudi Arabia,1994,40.63, Middle East
Saudi Arabia,1995,40.78, Middle East
Saudi Arabia,1996,42.19, Middle East
Saudi Arabia,1997,43.07, Middle East
Saudi Arabia,1998,44.48, Middle East
Saudi Arabia,1999,43.89, Middle East
Saudi Arabia,2000,47.32, Middle East
Saudi Arabia,2001,51.01, Middle East
Saudi Arabia,2002,53.87, Middle East
Saudi Arabia,2003,57.06, Middle East
Saudi Arabia,2004,62.4, Middle East
Saudi Arabia,2005,67.68, Middle East
Saudi Arabia,2006,69.79, Middle East
Saudi Arabia,2007,70.7, Middle East
Saudi Arabia,2008,76.42, Middle East
Saudi Arabia,2009,74.53, Middle East
Saudi Arabia,2010,83.28, Middle East
Saudi Arabia,2011,87.65, Middle East
Saudi Arabia,2012,94.36, Middle East
Saudi Arabia,2013,95.03, Middle East
Saudi Arabia,2014,97.26, Middle East
Saudi Arabia,2015,99.23, Middle East
Saudi Arabia,2016,105.32, Middle East
Saudi Arabia,2017,109.25, Middle East
Saudi Arabia,2018,112.12, Middle East
Syria,1970,0, Middle East
Syria,1971,0, Middle East
Syria,1972,0, Middle East
Syria,1973,0, Middle East
Syria,1974,0, Middle East
Syria,1975,0, Middle East
Syria,1976,0.03, Middle East
Syria,1977,0.03, Middle East
Syria,1978,0.03, Middle East
Syria,1979,0.03, Middle East
Syria,1980,0.05, Middle East
Syria,1981,0.05, Middle East
Syria,1982,0.05, Middle East
Syria,1983,0.07, Middle East
Syria,1984,0.13, Middle East
Syria,1985,0.15, Middle East
Syria,1986,0.38, Middle East
Syria,1987,0.37, Middle East
Syria,1988,0.88, Middle East
Syria,1989,1.45, Middle East
Syria,1990,1.59, Middle East
Syria,1991,1.86, Middle East
Syria,1992,1.92, Middle East
Syria,1993,1.9, Middle East
Syria,1994,2.06, Middle East
Syria,1995,2.6, Middle East
Syria,1996,2.77, Middle East
Syria,1997,4.3, Middle East
Syria,1998,5.42, Middle East
Syria,1999,5.37, Middle East
Syria,2000,5.37, Middle East
Syria,2001,5.5, Middle East
Syria,2002,6.09, Middle East
Syria,2003,6.46, Middle East
Syria,2004,5.94, Middle East
Syria,2005,5.75, Middle East
Syria,2006,5.89, Middle East
Syria,2007,5.65, Middle East
Syria,2008,5.56, Middle East
Syria,2009,6.14, Middle East
Syria,2010,8.43, Middle East
Syria,2011,7.42, Middle East
Syria,2012,6.08, Middle East
Syria,2013,5, Middle East
Syria,2014,4.62, Middle East
Syria,2015,4.05, Middle East
Syria,2016,3.53, Middle East
Syria,2017,3.43, Middle East
Syria,2018,3.56, Middle East
United Arab Emirates,1970,0.81, Middle East
United Arab Emirates,1971,1.43, Middle East
United Arab Emirates,1972,1.46, Middle East
United Arab Emirates,1973,1.69, Middle East
United Arab Emirates,1974,1.69, Middle East
United Arab Emirates,1975,1.62, Middle East
United Arab Emirates,1976,1.89, Middle East
United Arab Emirates,1977,3.8, Middle East
United Arab Emirates,1978,5.57, Middle East
United Arab Emirates,1979,5.96, Middle East
United Arab Emirates,1980,7.33, Middle East
United Arab Emirates,1981,8.64, Middle East
United Arab Emirates,1982,9.26, Middle East
United Arab Emirates,1983,8.15, Middle East
United Arab Emirates,1984,10.72, Middle East
United Arab Emirates,1985,12.9, Middle East
United Arab Emirates,1986,14.84, Middle East
United Arab Emirates,1987,16.47, Middle East
United Arab Emirates,1988,16.93, Middle East
United Arab Emirates,1989,19.87, Middle East
United Arab Emirates,1990,19.61, Middle East
United Arab Emirates,1991,23.21, Middle East
United Arab Emirates,1992,21.62, Middle East
United Arab Emirates,1993,22.42, Middle East
United Arab Emirates,1994,25.17, Middle East
United Arab Emirates,1995,30.54, Middle East
United Arab Emirates,1996,32.95, Middle East
United Arab Emirates,1997,35.4, Middle East
United Arab Emirates,1998,36.14, Middle East
United Arab Emirates,1999,37.53, Middle East
United Arab Emirates,2000,37.42, Middle East
United Arab Emirates,2001,38.38, Middle East
United Arab Emirates,2002,42.31, Middle East
United Arab Emirates,2003,43.67, Middle East
United Arab Emirates,2004,45.13, Middle East
United Arab Emirates,2005,46.6, Middle East
United Arab Emirates,2006,47.57, Middle East
United Arab Emirates,2007,49.03, Middle East
United Arab Emirates,2008,48.98, Middle East
United Arab Emirates,2009,47.62, Middle East
United Arab Emirates,2010,50, Middle East
United Arab Emirates,2011,51, Middle East
United Arab Emirates,2012,52.94, Middle East
United Arab Emirates,2013,53.23, Middle East
United Arab Emirates,2014,52.89, Middle East
United Arab Emirates,2015,58.68, Middle East
United Arab Emirates,2016,60.32, Middle East
United Arab Emirates,2017,61.98, Middle East
United Arab Emirates,2018,64.68, Middle East
Yemen,1970,0, Middle East
Yemen,1971,0, Middle East
Yemen,1972,0, Middle East
Yemen,1973,0, Middle East
Yemen,1974,0, Middle East
Yemen,1975,0, Middle East
Yemen,1976,0, Middle East
Yemen,1977,0, Middle East
Yemen,1978,0, Middle East
Yemen,1979,0, Middle East
Yemen,1980,0, Middle East
Yemen,1981,0, Middle East
Yemen,1982,0, Middle East
Yemen,1983,0, Middle East
Yemen,1984,0, Middle East
Yemen,1985,0, Middle East
Yemen,1986,0, Middle East
Yemen,1987,0, Middle East
Yemen,1988,0, Middle East
Yemen,1989,0, Middle East
Yemen,1990,0, Middle East
Yemen,1991,0, Middle East
Yemen,1992,0, Middle East
Yemen,1993,0, Middle East
Yemen,1994,0, Middle East
Yemen,1995,0, Middle East
Yemen,1996,0, Middle East
Yemen,1997,0, Middle East
Yemen,1998,0, Middle East
Yemen,1999,0, Middle East
Yemen,2000,0, Middle East
Yemen,2001,0, Middle East
Yemen,2002,0, Middle East
Yemen,2003,0, Middle East
Yemen,2004,0, Middle East
Yemen,2005,0, Middle East
Yemen,2006,0, Middle East
Yemen,2007,0, Middle East
Yemen,2008,0, Middle East
Yemen,2009,0.78, Middle East
Yemen,2010,6.26, Middle East
Yemen,2011,9.42, Middle East
Yemen,2012,7.62, Middle East
Yemen,2013,10.35, Middle East
Yemen,2014,9.76, Middle East
Yemen,2015,2.86, Middle East
Yemen,2016,0.5, Middle East
Yemen,2017,0.55, Middle East
Yemen,2018,0.56, Middle East
Canada,1970,54.02, North America
Canada,1971,59.05, North America
Canada,1972,66.67, North America
Canada,1973,71.44, North America
Canada,1974,69.96, North America
Canada,1975,71.46, North America
Canada,1976,72.09, North America
Canada,1977,75.72, North America
Canada,1978,73.08, North America
Canada,1979,77.06, North America
Canada,1980,71.23, North America
Canada,1981,68.83, North America
Canada,1982,72.25, North America
Canada,1983,67.95, North America
Canada,1984,74.48, North America
Canada,1985,80.51, North America
Canada,1986,75.52, North America
Canada,1987,81.86, North America
Canada,1988,94.53, North America
Canada,1989,100.43, North America
Canada,1990,103.45, North America
Canada,1991,108.88, North America
Canada,1992,119.96, North America
Canada,1993,132.06, North America
Canada,1994,142.95, North America
Canada,1995,152.74, North America
Canada,1996,153.92, North America
Canada,1997,159.73, North America
Canada,1998,165.6, North America
Canada,1999,170.54, North America
Canada,2000,176.3, North America
Canada,2001,179.42, North America
Canada,2002,180.72, North America
Canada,2003,176.05, North America
Canada,2004,176.74, North America
Canada,2005,179.15, North America
Canada,2006,179.4, North America
Canada,2007,174.68, North America
Canada,2008,166.49, North America
Canada,2009,155.05, North America
Canada,2010,149.59, North America
Canada,2011,151.07, North America
Canada,2012,150.31, North America
Canada,2013,151.92, North America
Canada,2014,158.99, North America
Canada,2015,160.76, North America
Canada,2016,171.8, North America
Canada,2017,177.55, North America
Canada,2018,184.72, North America
Mexico,1970,11.03, North America
Mexico,1971,10.92, North America
Mexico,1972,11.35, North America
Mexico,1973,12.33, North America
Mexico,1974,12.93, North America
Mexico,1975,13.14, North America
Mexico,1976,12.89, North America
Mexico,1977,13.67, North America
Mexico,1978,17.11, North America
Mexico,1979,20.77, North America
Mexico,1980,25.12, North America
Mexico,1981,27.06, North America
Mexico,1982,28.85, North America
Mexico,1983,29.1, North America
Mexico,1984,28.62, North America
Mexico,1985,27.76, North America
Mexico,1986,24.66, North America
Mexico,1987,25.07, North America
Mexico,1988,25.39, North America
Mexico,1989,24.38, North America
Mexico,1990,26.39, North America
Mexico,1991,26.76, North America
Mexico,1992,25.94, North America
Mexico,1993,27.78, North America
Mexico,1994,29.22, North America
Mexico,1995,29.19, North America
Mexico,1996,30.81, North America
Mexico,1997,31.11, North America
Mexico,1998,32.93, North America
Mexico,1999,34.24, North America
Mexico,2000,33.38, North America
Mexico,2001,33.14, North America
Mexico,2002,33.73, North America
Mexico,2003,34.84, North America
Mexico,2004,37.03, North America
Mexico,2005,44.31, North America
Mexico,2006,48.45, North America
Mexico,2007,46.86, North America
Mexico,2008,47.23, North America
Mexico,2009,52.58, North America
Mexico,2010,51.18, North America
Mexico,2011,52.1, North America
Mexico,2012,50.85, North America
Mexico,2013,52.49, North America
Mexico,2014,51.3, North America
Mexico,2015,47.95, North America
Mexico,2016,43.65, North America
Mexico,2017,38.27, North America
Mexico,2018,37.36, North America
US,1970,571.46, North America
US,1971,587.66, North America
US,1972,585.76, North America
US,1973,585.22, North America
US,1974,559.45, North America
US,1975,518.04, North America
US,1976,513.82, North America
US,1977,516.06, North America
US,1978,513.95, North America
US,1979,529.54, North America
US,1980,525.09, North America
US,1981,519.59, North America
US,1982,483.19, North America
US,1983,437.67, North America
US,1984,474.98, North America
US,1985,447.88, North America
US,1986,436.29, North America
US,1987,451.98, North America
US,1988,464.19, North America
US,1989,470.75, North America
US,1990,483.38, North America
US,1991,480.81, North America
US,1992,484.67, North America
US,1993,490.18, North America
US,1994,510.33, North America
US,1995,503.32, North America
US,1996,510.23, North America
US,1997,511.54, North America
US,1998,517.33, North America
US,1999,510.14, North America
US,2000,518.6, North America
US,2001,531.89, North America
US,2002,511.23, North America
US,2003,517.86, North America
US,2004,503.11, North America
US,2005,489.44, North America
US,2006,501.72, North America
US,2007,521.89, North America
US,2008,546.07, North America
US,2009,557.58, North America
US,2010,575.16, North America
US,2011,617.36, North America
US,2012,649.12, North America
US,2013,655.69, North America
US,2014,704.73, North America
US,2015,740.3, North America
US,2016,727.36, North America
US,2017,745.76, North America
US,2018,831.78, North America
Argentina,1970,5.85, S. & Cent. America
Argentina,1971,6.33, S. & Cent. America
Argentina,1972,6.01, S. & Cent. America
Argentina,1973,6.55, S. & Cent. America
Argentina,1974,7.05, S. & Cent. America
Argentina,1975,7.48, S. & Cent. America
Argentina,1976,7.13, S. & Cent. America
Argentina,1977,7.36, S. & Cent. America
Argentina,1978,7.6, S. & Cent. America
Argentina,1979,7.03, S. & Cent. America
Argentina,1980,8.16, S. & Cent. America
Argentina,1981,8.5, S. & Cent. America
Argentina,1982,9.52, S. & Cent. America
Argentina,1983,12.78, S. & Cent. America
Argentina,1984,13.11, S. & Cent. America
Argentina,1985,13.51, S. & Cent. America
Argentina,1986,15.08, S. & Cent. America
Argentina,1987,14.73, S. & Cent. America
Argentina,1988,17.47, S. & Cent. America
Argentina,1989,18.47, S. & Cent. America
Argentina,1990,17.35, S. & Cent. America
Argentina,1991,19.38, S. & Cent. America
Argentina,1992,19.54, S. & Cent. America
Argentina,1993,20.93, S. & Cent. America
Argentina,1994,21.66, S. & Cent. America
Argentina,1995,24.32, S. & Cent. America
Argentina,1996,28.13, S. & Cent. America
Argentina,1997,26.63, S. & Cent. America
Argentina,1998,28.78, S. & Cent. America
Argentina,1999,33.62, S. & Cent. America
Argentina,2000,36.38, S. & Cent. America
Argentina,2001,36.12, S. & Cent. America
Argentina,2002,35.12, S. & Cent. America
Argentina,2003,39.91, S. & Cent. America
Argentina,2004,43.65, S. & Cent. America
Argentina,2005,44.38, S. & Cent. America
Argentina,2006,44.83, S. & Cent. America
Argentina,2007,43.6, S. & Cent. America
Argentina,2008,42.85, S. & Cent. America
Argentina,2009,40.3, S. & Cent. America
Argentina,2010,39, S. & Cent. America
Argentina,2011,37.72, S. & Cent. America
Argentina,2012,36.69, S. & Cent. America
Argentina,2013,34.56, S. & Cent. America
Argentina,2014,34.49, S. & Cent. America
